timestamp_s,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
0.111012,-0.691693,-0.900011,0.66195,0.699062,0.490565,0.586557,0.332481
0.112062,-0.700107,-0.873289,0.686402,0.722679,0.49884,0.586324,0.331603
0.11303,-0.7077,-0.83877,0.710316,0.765108,0.506777,0.58604,0.337369
0.114018,-0.715335,-0.830327,0.723045,0.732396,0.511734,0.582432,0.338029
0.114984,-0.718221,-0.784488,0.722796,0.784902,0.521613,0.586592,0.333884
0.115981,-0.709807,-0.750801,0.729511,0.831348,0.524754,0.579808,0.337671
0.116975,-0.726702,-0.728726,0.734153,0.84559,0.530498,0.575998,0.335798
0.117975,-0.721664,-0.691766,0.760206,0.899005,0.53282,0.574362,0.336459
0.11899,-0.724835,-0.699726,0.772276,0.899274,0.534749,0.583419,0.337151
0.120024,-0.71496,-0.67617,0.772276,0.92016,0.545922,0.58634,0.341726
0.121026,-0.694935,-0.671359,0.784874,0.918495,0.549859,0.578529,0.340049
0.121975,-0.704325,-0.654009,0.79568,0.947791,0.563964,0.583495,0.343539
0.122946,-0.718995,-0.629267,0.78074,0.992068,0.564935,0.569294,0.339632
0.123953,-0.71739,-0.613282,0.802867,1.00378,0.571612,0.572052,0.340745
0.124945,-0.712921,-0.585439,0.828278,1.00426,0.574923,0.564819,0.343058
0.125996,-0.700339,-0.564037,0.824136,1.04749,0.582498,0.564962,0.346552
0.127053,-0.698357,-0.55624,0.828555,1.07949,0.588716,0.576081,0.342502
0.128057,-0.682342,-0.532201,0.847683,1.10178,0.586038,0.571772,0.348503
0.129048,-0.690419,-0.541775,0.855567,1.07132,0.590135,0.577707,0.349366
0.130046,-0.701791,-0.539256,0.844898,1.08344,0.601686,0.57736,0.351383
0.131045,-0.719405,-0.520145,0.851305,1.11638,0.598618,0.592685,0.350215
0.132046,-0.705443,-0.525272,0.849929,1.11883,0.601706,0.594283,0.353614
0.133048,-0.699572,-0.503152,0.865949,1.14215,0.614098,0.598286,0.351633
0.134043,-0.694987,-0.501016,0.875814,1.10938,0.618904,0.602653,0.353096
0.135025,-0.686222,-0.479056,0.890651,1.13057,0.619072,0.610227,0.355601
0.136053,-0.680046,-0.450561,0.885429,1.16303,0.628429,0.617528,0.35757
0.137017,-0.689819,-0.44332,0.878799,1.18917,0.63033,0.617404,0.355186
0.13803,-0.673303,-0.407932,0.870984,1.21501,0.634773,0.610703,0.358568
0.139015,-0.676044,-0.401183,0.879026,1.19708,0.642844,0.61788,0.359586
0.140027,-0.664321,-0.406076,0.865984,1.21276,0.65075,0.624585,0.364156
0.141022,-0.658241,-0.370209,0.886287,1.23524,0.660067,0.637943,0.359884
0.142035,-0.659279,-0.342032,0.862208,1.25115,0.663286,0.6347,0.36379
0.143028,-0.660808,-0.323622,0.868431,1.2847,0.669249,0.62566,0.361192
0.144035,-0.655212,-0.326939,0.879586,1.27852,0.672127,0.62985,0.362775
0.145049,-0.661494,-0.317273,0.868289,1.27747,0.672263,0.632742,0.364849
0.146018,-0.651165,-0.281735,0.864495,1.30115,0.674965,0.631971,0.369433
0.147005,-0.65183,-0.294027,0.845889,1.30564,0.684625,0.629548,0.364198
0.148006,-0.645342,-0.272405,0.845408,1.3418,0.697782,0.628016,0.370544
0.149029,-0.649199,-0.273819,0.846666,1.33122,0.708115,0.631219,0.370614
0.150008,-0.655655,-0.251648,0.832527,1.33194,0.717806,0.629107,0.371579
0.151023,-0.646806,-0.245006,0.805845,1.35893,0.713786,0.611935,0.370488
0.152079,-0.655832,-0.23086,0.81661,1.39352,0.723382,0.597439,0.373983
0.153039,-0.656514,-0.21339,0.826733,1.40202,0.737304,0.606872,0.368091
0.15399,-0.657024,-0.22315,0.8291,1.35963,0.739325,0.607089,0.370456
0.155027,-0.668644,-0.213738,0.827046,1.36189,0.741903,0.614182,0.37858
0.156086,-0.657585,-0.215825,0.805721,1.4081,0.748765,0.600542,0.377744
0.15708,-0.659232,-0.217131,0.805816,1.42754,0.759307,0.593532,0.376777
0.15798,-0.6667,-0.223148,0.778787,1.44075,0.766675,0.58892,0.376128
0.158965,-0.641655,-0.158708,0.763165,1.47636,0.768776,0.532416,0.371003
0.160061,-0.642556,-0.213682,0.78636,1.40801,0.77725,0.58493,0.377691
0.161062,-0.624385,-0.109975,0.762396,1.50948,0.781189,0.517891,0.375765
0.162022,-0.625331,-0.0842112,0.770027,1.51952,0.783826,0.513428,0.375142
0.163003,-0.627636,-0.0756776,0.761544,1.54741,0.783742,0.50261,0.376812
0.163984,-0.624183,-0.0769845,0.757187,1.51981,0.786988,0.509274,0.377212
0.164962,-0.625789,-0.0446914,0.750698,1.53033,0.797931,0.504094,0.378271
0.165996,-0.621127,-0.0516116,0.742881,1.54768,0.809012,0.505177,0.379857
0.167049,-0.604513,-0.0405673,0.723874,1.56836,0.808386,0.510253,0.382193
0.168049,-0.604114,-0.0455292,0.728334,1.56912,0.815366,0.505113,0.376003
0.169054,-0.610249,-0.0375281,0.74034,1.54899,0.820469,0.510615,0.378097
0.16995,-0.613609,-0.0244905,0.761373,1.57469,0.823173,0.511802,0.380988
0.171014,-0.616129,-0.0134659,0.727462,1.58293,0.836458,0.514427,0.38548
0.172009,-0.634569,-0.0283488,0.731642,1.58989,0.843296,0.522442,0.383604
0.173067,-0.621523,-0.0059749,0.734504,1.59711,0.845438,0.527927,0.383862
0.174081,-0.625717,-0.00881801,0.740599,1.56405,0.850346,0.538281,0.385297
0.175052,-0.642408,0.00134934,0.743962,1.56515,0.860855,0.546438,0.386263
0.176056,-0.653256,0.00587005,0.739656,1.57461,0.860558,0.548795,0.386996
0.177063,-0.642916,0.00938939,0.758401,1.56491,0.866506,0.553444,0.393054
0.178049,-0.653051,0.00448144,0.738198,1.56362,0.872396,0.564501,0.391063
0.179017,-0.64765,0.00734677,0.74757,1.55659,0.87577,0.588242,0.390886
0.180021,-0.6397,0.020095,0.754429,1.52262,0.8864,0.604221,0.387752
0.180982,-0.637603,0.0323718,0.743223,1.50195,0.891829,0.608014,0.393267
0.182007,-0.648235,0.0250785,0.730375,1.49405,0.898592,0.611709,0.390587
0.183026,-0.642629,0.0270673,0.736957,1.50241,0.908676,0.618259,0.39364
0.184025,-0.639805,0.0355183,0.751327,1.47676,0.916725,0.639665,0.392836
0.184998,-0.637284,0.0251083,0.754467,1.46007,0.914019,0.647713,0.389142
0.18602,-0.648748,0.00991794,0.741579,1.44333,0.920424,0.66013,0.393331
0.186944,-0.645978,0.00186726,0.746029,1.42022,0.929068,0.681096,0.397226
0.188014,-0.642931,-0.0092708,0.747743,1.40119,0.929229,0.687147,0.397627
0.188981,-0.648009,-0.00294972,0.765569,1.36977,0.936986,0.701022,0.397585
0.18998,-0.651345,-0.0337981,0.759385,1.35866,0.938083,0.712895,0.397021
0.191018,-0.644603,-0.0279598,0.760597,1.33225,0.936948,0.711287,0.398733
0.192025,-0.635913,-0.0455395,0.763327,1.32238,0.942403,0.71849,0.402577
0.193024,-0.636145,-0.0329583,0.752741,1.31103,0.949131,0.728856,0.404311
0.194007,-0.63685,-0.0275037,0.761732,1.2743,0.951791,0.741527,0.405783
0.195031,-0.634502,-0.0191363,0.757977,1.25059,0.960087,0.748093,0.402965
0.196011,-0.641935,-0.0397865,0.774091,1.26153,0.96818,0.745585,0.407704
0.19706,-0.628747,-0.0409193,0.74653,1.24701,0.972823,0.744289,0.406431
0.198048,-0.642762,-0.0487001,0.743157,1.24333,0.974229,0.752084,0.408524
0.199047,-0.646858,-0.0438694,0.744477,1.21334,0.970809,0.760333,0.408239
0.20005,-0.630335,-0.0576773,0.762702,1.21191,0.972215,0.759921,0.406665
0.201051,-0.607545,-0.0478103,0.737074,1.1817,0.981061,0.75682,0.407046
0.202008,-0.596422,-0.0427826,0.714227,1.20121,0.966816,0.750307,0.411495
0.203047,-0.60596,-0.043695,0.711191,1.20077,0.960111,0.736873,0.41366
0.204046,-0.612703,-0.0211307,0.713154,1.19408,0.939434,0.734962,0.412762
0.205025,-0.607012,-0.0214524,0.701324,1.18139,0.93715,0.724612,0.412178
0.206034,-0.585438,-0.0264686,0.695412,1.1795,0.931877,0.717398,0.412326
0.20705,-0.587517,-0.0291783,0.697856,1.16623,0.930356,0.711739,0.409766
0.208044,-0.574755,-0.0434338,0.71121,1.17399,0.934042,0.694052,0.410992
0.209048,-0.591869,-0.030251,0.712233,1.16653,0.947613,0.692011,0.412042
0.210053,-0.637242,-0.0826171,0.728543,1.07336,0.959149,0.752803,0.423224
0.211047,-0.636788,-0.0948724,0.727498,1.05901,0.973635,0.730683,0.42301
0.212044,-0.660107,-0.109469,0.70627,1.07303,0.984412,0.713044,0.425555
0.213045,-0.65387,-0.109147,0.71257,1.068,1.01083,0.708013,0.426775
0.21403,-0.623203,-0.0479343,0.701753,1.11593,1.02523,0.653575,0.420269
0.215013,-0.663031,-0.121333,0.705852,1.04415,1.03882,0.707592,0.42798
0.216016,-0.66484,-0.13257,0.694296,1.04887,1.05711,0.695904,0.429004
0.21703,-0.670337,-0.145663,0.677328,1.02704,1.07266,0.691429,0.425987
0.218023,-0.688917,-0.160574,0.671198,1.05366,1.08198,0.6798,0.430528
0.219026,-0.677832,-0.165535,0.697891,1.03402,1.09358,0.677884,0.431384
0.22005,-0.665229,-0.169819,0.673554,1.03389,1.09907,0.66163,0.43487
0.221062,-0.670171,-0.191243,0.667437,1.04391,1.101,0.648299,0.431147
0.22202,-0.658833,-0.184661,0.66446,1.04798,1.10665,0.652312,0.436267
0.22297,-0.672401,-0.210082,0.649946,1.0439,1.11052,0.652259,0.434322
0.224013,-0.669375,-0.209329,0.664205,1.0305,1.11665,0.656276,0.435202
0.224982,-0.662051,-0.205207,0.676626,1.00714,1.12203,0.652209,0.437862
0.225989,-0.655509,-0.216814,0.654903,1.0151,1.11425,0.644098,0.438399
0.227083,-0.686268,-0.202725,0.634663,0.998006,1.12059,0.636022,0.434432
0.228073,-0.689795,-0.23134,0.644555,1.01861,1.12809,0.632778,0.438089
0.228959,-0.686728,-0.231333,0.656278,1.00794,1.13151,0.644338,0.4393
0.230022,-0.674118,-0.217885,0.636478,0.996203,1.13902,0.640234,0.443013
0.231077,-0.666641,-0.207827,0.638533,1.00373,1.15318,0.634446,0.442269
0.232075,-0.664523,-0.202708,0.606461,1.01315,1.15531,0.631315,0.445458
0.232981,-0.684115,-0.194978,0.619967,1.00579,1.16564,0.625084,0.443343
0.234058,-0.684002,-0.19332,0.627625,0.988931,1.16668,0.634374,0.444233
0.235036,-0.668091,-0.173145,0.623885,0.992416,1.17897,0.632066,0.447331
0.235989,-0.678137,-0.157439,0.622458,0.993033,1.18811,0.626686,0.447566
0.237059,-0.688251,-0.153441,0.592983,1.00722,1.18684,0.624418,0.443938
0.237956,-0.665468,-0.146629,0.598701,1.01397,1.20007,0.633762,0.447907
0.238995,-0.669658,-0.139287,0.615147,0.994164,1.20409,0.635101,0.448925
0.239985,-0.668011,-0.136498,0.618686,0.99247,1.21204,0.632277,0.45136
0.241034,-0.678758,-0.131541,0.607957,0.986069,1.21866,0.619773,0.449724
0.241988,-0.687451,-0.123342,0.605558,0.994985,1.2239,0.614311,0.453882
0.243035,-0.680793,-0.131732,0.617192,0.985726,1.2237,0.598564,0.452913
0.24405,-0.683007,-0.111637,0.631174,0.975146,1.22563,0.605147,0.453506
0.245004,-0.67804,-0.104062,0.62473,0.986544,1.2388,0.587635,0.454305
0.246047,-0.685784,-0.109419,0.615535,1.00175,1.24522,0.577721,0.453949
0.247031,-0.672055,-0.0945047,0.622151,1.0053,1.25213,0.569115,0.456128
0.248023,-0.694324,-0.094301,0.602936,1.01028,1.26238,0.559539,0.455457
0.249028,-0.691172,-0.0871443,0.613442,1.00246,1.26786,0.566989,0.455171
0.250032,-0.680509,-0.0890412,0.618636,1.01045,1.26329,0.55144,0.45432
0.251015,-0.663354,-0.0557826,0.639462,1.01662,1.2674,0.543449,0.454907
0.252023,-0.682177,-0.0658516,0.615264,1.01327,1.27629,0.535815,0.46244
0.253022,-0.670754,-0.0473548,0.616389,1.02606,1.28326,0.516128,0.46251
0.254012,-0.675136,-0.0387676,0.615246,1.02402,1.28624,0.516365,0.46332
0.255007,-0.663514,-0.0302856,0.618715,1.02617,1.29769,0.504258,0.463131
0.256057,-0.676532,-0.026614,0.597462,1.03247,1.28669,0.490207,0.457125
0.256963,-0.669601,-0.0125579,0.594286,1.03903,1.28802,0.48631,0.460374
0.257968,-0.672949,-0.00839275,0.595565,1.02425,1.29175,0.477589,0.46232
0.259071,-0.676485,0.0144019,0.602722,1.01483,1.29399,0.484132,0.463367
0.26007,-0.655414,0.0261991,0.603238,1.01789,1.30034,0.491009,0.46611
0.261076,-0.663005,0.0279249,0.600189,1.03751,1.30775,0.498656,0.46936
0.262051,-0.668809,0.0401006,0.58148,1.03213,1.30947,0.500075,0.467109
0.263058,-0.673038,0.0396039,0.581081,1.05664,1.31315,0.489519,0.471101
0.264055,-0.677376,0.0523133,0.58749,1.03654,1.31591,0.509043,0.472072
0.265039,-0.672766,0.0544213,0.581477,1.01831,1.32184,0.502913,0.471397
0.266046,-0.660741,0.0694926,0.583429,1.04562,1.32818,0.523588,0.469039
0.267049,-0.665998,0.0655244,0.565391,1.02378,1.33155,0.527139,0.470296
0.26805,-0.671388,0.0600875,0.568733,1.03289,1.34184,0.522973,0.471409
0.269055,-0.653606,0.137603,0.55007,1.08423,1.33967,0.466654,0.464696
0.270056,-0.689506,0.110058,0.545244,1.02574,1.35151,0.533548,0.47193
0.271067,-0.702324,0.0994828,0.555679,1.01461,1.36019,0.537792,0.47718
0.272047,-0.705259,0.0992223,0.538352,1.00674,1.36853,0.531736,0.476022
0.273048,-0.672158,0.172728,0.509902,1.08568,1.38032,0.468044,0.470047
0.274048,-0.6702,0.176373,0.517277,1.06848,1.38795,0.476979,0.470397
0.274948,-0.709572,0.112985,0.554874,1.01008,1.40592,0.531748,0.478579
0.276045,-0.686145,0.13888,0.528748,1.00589,1.41142,0.520057,0.476514
0.276952,-0.660528,0.178923,0.49026,1.0761,1.41861,0.458554,0.470685
0.278046,-0.666339,0.1928,0.472508,1.07767,1.42156,0.444008,0.470436
0.279,-0.672123,0.204117,0.485411,1.04851,1.42859,0.449086,0.47038
0.280022,-0.706988,0.161122,0.508663,0.984301,1.44255,0.504781,0.481431
0.281011,-0.71083,0.150443,0.508391,0.98335,1.45164,0.509731,0.482047
0.282057,-0.682364,0.210928,0.471031,1.05796,1.4536,0.452387,0.474493
0.283002,-0.678157,0.217531,0.457981,1.05301,1.45524,0.437919,0.479796
0.284023,-0.676789,0.223561,0.468052,1.03827,1.45737,0.437898,0.479122
0.285033,-0.681382,0.216541,0.482067,1.0417,1.46083,0.42849,0.475915
0.286047,-0.688435,0.227361,0.470669,1.03417,1.4606,0.430971,0.474873
0.287054,-0.681888,0.223668,0.460258,1.03716,1.46696,0.428202,0.476017
0.288054,-0.672736,0.230696,0.453593,1.03798,1.47279,0.427443,0.478484
0.288973,-0.673773,0.237111,0.462441,1.02047,1.47928,0.437386,0.47931
0.290059,-0.661901,0.249959,0.447085,1.01316,1.48822,0.429578,0.480312
0.291129,-0.691142,0.269071,0.450144,1.02031,1.4869,0.43204,0.484598
0.292041,-0.698469,0.276281,0.438098,0.998022,1.48882,0.432467,0.481904
0.29302,-0.697303,0.270813,0.425496,0.998577,1.50011,0.440219,0.483694
0.294031,-0.697796,0.274333,0.442196,0.988146,1.50646,0.45494,0.484147
0.295007,-0.700904,0.282267,0.443799,1.00025,1.50484,0.469472,0.483281
0.29601,-0.690408,0.288397,0.43625,0.970868,1.51423,0.469685,0.483349
0.297008,-0.712939,0.27609,0.433937,0.972916,1.5122,0.485053,0.488268
0.298023,-0.704948,0.281198,0.446721,0.994138,1.51409,0.485081,0.486727
0.299023,-0.706442,0.292483,0.468736,0.985791,1.52028,0.504958,0.487814
0.300021,-0.705691,0.308705,0.457291,0.965835,1.524,0.50867,0.489241
0.301052,-0.70392,0.302935,0.463707,0.940547,1.52426,0.521819,0.490092
0.301982,-0.704476,0.312189,0.45822,0.953618,1.52572,0.532093,0.48961
0.303001,-0.718439,0.296517,0.446815,0.942089,1.52639,0.538307,0.494745
0.304049,-0.716676,0.305177,0.465226,0.929072,1.53055,0.544496,0.495634
0.305023,-0.721711,0.262526,0.487494,0.845111,1.53507,0.605144,0.500499
0.306052,-0.747554,0.264528,0.488754,0.845936,1.52845,0.598898,0.500381
0.306978,-0.743994,0.236618,0.463,0.851261,1.53027,0.60945,0.504406
0.308017,-0.72937,0.254305,0.460282,0.826561,1.53989,0.618957,0.505565
0.308979,-0.732008,0.25547,0.470446,0.811253,1.53896,0.63144,0.505567
0.309978,-0.740808,0.252792,0.477115,0.817521,1.54393,0.625454,0.504865
0.311018,-0.736662,0.251601,0.475738,0.794508,1.53652,0.623294,0.507456
0.312018,-0.729191,0.237115,0.454061,0.817007,1.5319,0.619498,0.503321
0.313015,-0.731862,0.244684,0.439255,0.820796,1.53662,0.620924,0.50565
0.313977,-0.740803,0.257993,0.43477,0.813398,1.54391,0.626106,0.506493
0.314997,-0.728892,0.25523,0.434881,0.808935,1.54343,0.618675,0.506546
0.315985,-0.731676,0.257907,0.440197,0.820498,1.54372,0.618278,0.511635
0.316972,-0.727425,0.277225,0.438257,0.828596,1.54389,0.611377,0.51313
0.317978,-0.716881,0.27892,0.421706,0.835522,1.54738,0.603003,0.5105
0.318961,-0.723646,0.29447,0.423198,0.817613,1.5515,0.61226,0.510785
0.319965,-0.714305,0.297808,0.418176,0.816309,1.55763,0.610469,0.509954
0.320956,-0.715859,0.314529,0.404172,0.834614,1.56208,0.599164,0.513471
0.32196,-0.716795,0.31205,0.405654,0.821783,1.56848,0.597604,0.510042
0.322951,-0.73394,0.313808,0.385491,0.831495,1.56942,0.586805,0.511376
0.324028,-0.741837,0.329495,0.397212,0.802184,1.57568,0.588796,0.512459
