elapsed_time,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,ee_x,ee_y,ee_z
0.0,-0.05414348204288671,-0.5299275100076343,0.17127179758450156,-2.0051835753809972,0.0828511241014882,1.490916171883704,0.8328155269061456,0.3755590365322387,0.07456232916743404,0.5554906225685564
0.099988,-0.0592841072100375,-0.4947572309585293,0.18801590705475735,-1.9537818588745017,0.08438029794291238,1.4759317777042018,0.8485089571318097,0.3843104346127768,0.08186163939913367,0.5637858792840278
0.200004,-0.0621804948371229,-0.4578073992005902,0.2033927624511948,-1.9010099233830362,0.08485821115084954,1.461689706783874,0.8632697712586097,0.39312059903985247,0.08949679746389001,0.5723111320900864
0.299989,-0.0641586156464622,-0.4203560683044601,0.21781176442068378,-1.8462816560748512,0.08488363000532459,1.4449120369158566,0.879777056194153,0.4016556157975243,0.0973404054466037,0.5802580851537444
0.400006,-0.06509685584558858,-0.381616133687401,0.23273730605643767,-1.790880093512999,0.08488161139137827,1.4281536937860564,0.8962621628720725,0.4102608331707041,0.1053912194570286,0.5883785127519727
0.500003,-0.06560844432762483,-0.342977969083536,0.24711315642802786,-1.733590298118324,0.08478798127794021,1.4101049747856655,0.913598541242644,0.41848409435496003,0.11366239847882331,0.5960537509462666
0.600001,-0.06574688803386546,-0.3031758892280765,0.26223390735593455,-1.6751379012217944,0.0835314274248747,1.3909763824790222,0.9328137525822072,0.42646478192677506,0.12166369466066167,0.6038926734814527
0.699998,-0.06570990739201849,-0.26389909204759837,0.27771880244746505,-1.6153666998699923,0.07993222958716807,1.37128538565379,0.9508960441562954,0.43419467544728785,0.12938392678964233,0.6113503643876207
0.8,-0.06571799491273231,-0.2234342760492967,0.29358400736377815,-1.5551068463895523,0.07317820462513167,1.3504289932781919,0.9704076079038331,0.4416701975934069,0.1361041892326014,0.6190525963705974
0.899954,-0.06566448788062397,-0.18382885399834495,0.3101681269021712,-1.4937175405662002,0.0648582359944912,1.328873356712946,0.9893656398041508,0.44890385104977226,0.1425580809909313,0.6258325496442628
0.999997,-0.06500740313212955,-0.1427696428707494,0.3271378556985513,-1.4318106732886353,0.054490027497092475,1.3067415193798189,1.0105621003571745,0.4556236198063355,0.1488585894288453,0.6328255400282415
1.100003,-0.06255094260254106,-0.10225301340818145,0.34439169337834036,-1.3691134240844804,0.04170981364758062,1.2821322639048391,1.0311618381704235,0.46204643073117824,0.15485529915719684,0.6388122292188122
1.199961,-0.056221667167474135,-0.06086983280776055,0.3609845879410815,-1.3066777107597947,0.02817560071147916,1.2585736327603245,1.0533455262714198,0.46747951351111017,0.1618522383726787,0.6447703292876537
1.300008,-0.046691429092212695,-0.020431828053559857,0.3767579839633092,-1.2449904436099357,0.013662802984788098,1.2341293473356194,1.075452713388327,0.4723246514210156,0.1694036447890061,0.6497538026069203
1.400001,-0.03209557183847028,0.019165230215540306,0.39068610330176773,-1.1846121710762234,-0.0016197843248504469,1.2100462021809355,1.0979794932910916,0.4759784606781791,0.17717862660868397,0.6546678996651127
1.500003,-0.013435715544627386,0.05702509539407125,0.4018023713761479,-1.1260237992278463,-0.01720972449350123,1.1865783139085624,1.1208850119452922,0.4791009609380729,0.18549348772417326,0.6585781438361129
1.599995,0.00917381996355855,0.09288726715117615,0.4093764456207427,-1.0705627903637536,-0.03263851910700658,1.163912465810773,1.1421189988418012,0.4811262898442687,0.19380305172887485,0.6623761422715132
1.69999,0.033568537995589454,0.125331846161438,0.4145747202695267,-1.0199119738807059,-0.04794615593651828,1.1442180299955058,1.164294901869964,0.482730904614392,0.20202361701794813,0.6649882696179488
1.799975,0.05919245815823174,0.153339603730215,0.41643489978875886,-0.9773206236627164,-0.060346760643375984,1.126896095765104,1.1834222219762014,0.48353173032478236,0.2098859014058029,0.666468456170544
1.900012,0.08328736749518455,0.17604142856828592,0.4165518076647984,-0.9450493461547657,-0.06870258717859472,1.115932665007739,1.2025729080429752,0.48389918627344125,0.21810598718986166,0.66690684773702
2.000008,0.10459377639273486,0.19172309807078555,0.41650072747055156,-0.9261000749957549,-0.07491443399808695,1.1104755837964169,1.2176001212324994,0.48348577246062024,0.2262130087502755,0.6653303970447821
2.099992,0.12207579591221274,0.19852283033906598,0.4164837569667606,-0.9226796929845006,-0.07683713488395415,1.1099748685151194,1.2337621691210983,0.48148538426281556,0.2342146756288446,0.6631085010944112
2.19999,0.13576416338903757,0.19971402589201545,0.41648178103085653,-0.9286861714287531,-0.07687787611679671,1.1136106425615406,1.2467621515168608,0.4796148466081633,0.2412687310819333,0.6600080139285703
2.300054,0.14431522359642532,0.195145727812414,0.41646336032540393,-0.9514896348380066,-0.0768527446859466,1.1286887657596922,1.2580786836239748,0.4793754937083271,0.24733130375283705,0.6535725860448293
2.399996,0.14748262885452057,0.18234894654307324,0.416442771948042,-0.9940011371897841,-0.07596633208133927,1.1521579755990328,1.2714435607579009,0.47891308111095104,0.2526072927689994,0.6446666647005418
2.499994,0.14989169945333214,0.16839565933344794,0.41645171575654494,-1.041241021076654,-0.07162063523139511,1.1808644133024284,1.2816366522888876,0.47823262253640336,0.2584976180327358,0.6349922968692688
2.59999,0.15253303072990584,0.1512033517037302,0.41647621317537226,-1.0903004066063722,-0.0658926660956433,1.211024085670302,1.2918034971410883,0.47653164472811943,0.26485035111637284,0.6259622020000879
2.699988,0.15664659885374027,0.1342140734722653,0.41673182123238495,-1.1366825679576138,-0.059484879408498656,1.242040998203125,1.3022583710102562,0.47400548550298727,0.27159654400178357,0.6183433155288103
