timestamp_s,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
0.0369847,-1.3799,-4.02869,0.637632,-4.56129,-0.250869,0.407185,0.303267
0.0380106,-1.35888,-3.996,0.654722,-4.50085,-0.241857,0.387838,0.307805
0.0389823,-1.35515,-3.9639,0.680179,-4.47437,-0.24023,0.370049,0.307745
0.0398805,-1.35795,-3.97547,0.689115,-4.41334,-0.240272,0.366058,0.30848
0.0409805,-1.34728,-3.9274,0.700637,-4.39593,-0.233416,0.347573,0.308058
0.0419602,-1.34214,-3.90414,0.73788,-4.36533,-0.239054,0.313185,0.310889
0.0429781,-1.33138,-3.83724,0.763227,-4.3168,-0.228631,0.285011,0.313462
0.0439811,-1.32407,-3.77475,0.780454,-4.27021,-0.234357,0.252235,0.313067
0.0449783,-1.32495,-3.77574,0.784171,-4.20856,-0.230082,0.248431,0.313535
0.0458809,-1.32903,-3.70159,0.812984,-4.17168,-0.233579,0.223853,0.315001
0.0469669,-1.32513,-3.66045,0.823204,-4.11834,-0.227413,0.186349,0.311679
0.0479728,-1.33121,-3.60739,0.833864,-4.06736,-0.223026,0.171202,0.314423
0.0489123,-1.3172,-3.54755,0.839343,-3.99644,-0.213313,0.152613,0.317733
0.0499273,-1.31378,-3.54171,0.846948,-3.98242,-0.209346,0.149284,0.31934
0.0509463,-1.31894,-3.46051,0.849623,-3.91324,-0.203435,0.140894,0.320267
0.0518689,-1.34159,-3.38483,0.854759,-3.84567,-0.196865,0.142216,0.320941
0.0529042,-1.31614,-3.3225,0.878486,-3.79518,-0.189606,0.124652,0.324079
0.0539029,-1.30555,-3.26225,0.862445,-3.73964,-0.183374,0.108373,0.327802
0.0549442,-1.30632,-3.23001,0.866602,-3.7708,-0.181678,0.103415,0.326948
0.0559445,-1.30988,-3.16418,0.859211,-3.71836,-0.179385,0.105573,0.323058
0.056943,-1.30482,-3.10414,0.887453,-3.62016,-0.169718,0.10192,0.328447
0.0579378,-1.29029,-3.04174,0.917575,-3.56137,-0.167896,0.105778,0.325784
0.0589372,-1.29471,-2.98495,0.939901,-3.52509,-0.165421,0.109194,0.329256
0.0599403,-1.29105,-2.94455,0.946531,-3.53707,-0.162246,0.118527,0.329877
0.0609378,-1.27761,-2.87011,0.940152,-3.48368,-0.162841,0.137381,0.329117
0.0618721,-1.26442,-2.82607,0.981106,-3.41778,-0.159619,0.155935,0.327136
0.0628644,-1.26281,-2.75122,0.980852,-3.35248,-0.152337,0.165499,0.333447
0.0638629,-1.25089,-2.69878,1.00044,-3.2933,-0.154541,0.188206,0.332009
0.064871,-1.24771,-2.67003,1.00483,-3.26346,-0.147899,0.212779,0.332798
0.0659634,-1.23439,-2.60842,0.997205,-3.23214,-0.134897,0.217663,0.33108
0.0670067,-1.20426,-2.53741,0.992649,-3.15912,-0.124401,0.217503,0.333774
0.0680116,-1.20919,-2.46571,0.988541,-3.11649,-0.121914,0.231836,0.337993
0.0689845,-1.19632,-2.39679,0.990105,-3.05273,-0.117475,0.245281,0.33603
0.0699814,-1.19862,-2.36319,1.01414,-3.02794,-0.116918,0.261863,0.336955
0.0709055,-1.20605,-2.30432,1.00945,-2.96743,-0.10469,0.273793,0.339495
0.0719228,-1.17662,-2.25404,1.00907,-2.88374,-0.102788,0.288356,0.338006
0.0729868,-1.16939,-2.18788,1.01519,-2.84534,-0.101147,0.304715,0.33921
0.0739936,-1.17355,-2.12906,1.02021,-2.77077,-0.101537,0.318558,0.339777
0.0749722,-1.1639,-2.09216,1.04662,-2.77516,-0.0972982,0.327025,0.341023
0.0759984,-1.14931,-2.02993,1.06041,-2.73149,-0.0951853,0.342254,0.344286
0.076923,-1.15432,-1.98828,1.05841,-2.65696,-0.0853485,0.344356,0.344694
0.0779089,-1.17006,-1.91486,1.07375,-2.61592,-0.0813712,0.346276,0.342359
0.0789771,-1.16856,-1.86749,1.06884,-2.57158,-0.0704419,0.361058,0.345017
0.0800456,-1.16098,-1.83945,1.07491,-2.58654,-0.0639755,0.374176,0.346126
0.0809554,-1.15255,-1.77541,1.08237,-2.52667,-0.0668404,0.374152,0.350779
0.0819032,-1.15404,-1.71337,1.07557,-2.46117,-0.0575629,0.382771,0.350622
0.08299,-1.15681,-1.66485,1.07554,-2.41998,-0.0579769,0.383612,0.347417
0.0839988,-1.16863,-1.60986,1.07839,-2.36532,-0.0510839,0.389806,0.351999
0.0849995,-1.15875,-1.58853,1.07775,-2.34924,-0.0476583,0.404734,0.352374
0.0859034,-1.14108,-1.49903,1.07929,-2.27998,-0.0422474,0.416333,0.350639
0.0870045,-1.11027,-1.45699,1.07019,-2.23695,-0.0325236,0.418466,0.353027
0.0880053,-1.11506,-1.40402,1.06937,-2.18613,-0.0324503,0.424446,0.353275
0.0889959,-1.10659,-1.35027,1.07303,-2.13303,-0.0248781,0.422468,0.355525
0.0899378,-1.10743,-1.32881,1.07425,-2.10746,-0.0177326,0.429711,0.355285
0.0910037,-1.09606,-1.27768,1.07186,-2.07258,-0.0094211,0.429105,0.356993
0.0919202,-1.08576,-1.21988,1.07374,-2.00396,-0.00629174,0.434567,0.356103
0.0929027,-1.08192,-1.18858,1.06102,-1.93799,0.0029975,0.436206,0.357867
0.0939059,-1.07805,-1.10633,1.06149,-1.88928,0.00858566,0.445781,0.359704
0.0949085,-1.07621,-1.08997,1.06134,-1.88786,0.0187994,0.453265,0.361798
0.0959613,-1.06948,-1.00359,1.05793,-1.8486,0.0290946,0.450729,0.363573
0.0969305,-1.06603,-0.950368,1.04735,-1.7496,0.0252306,0.4513,0.361923
0.0979368,-1.06527,-0.911049,1.04782,-1.70279,0.0303993,0.458599,0.363989
0.0989267,-1.07171,-0.839095,1.07434,-1.65489,0.0389207,0.46556,0.363339
0.0999501,-1.06269,-0.829744,1.07232,-1.68482,0.0450362,0.471195,0.365302
0.100976,-1.06252,-0.771805,1.06892,-1.6393,0.0476268,0.487176,0.370851
0.101933,-1.05832,-0.722887,1.08794,-1.53923,0.0525242,0.500906,0.368195
0.102979,-1.05925,-0.680419,1.09512,-1.50346,0.0613523,0.501055,0.372496
0.103974,-1.07183,-0.637133,1.09789,-1.42819,0.0672861,0.506736,0.370701
0.104881,-1.06807,-0.611915,1.09358,-1.4706,0.0744277,0.522647,0.373437
0.105997,-1.07172,-0.568225,1.10216,-1.42197,0.0771494,0.534083,0.3751
0.106981,-1.06303,-0.53572,1.1238,-1.33328,0.0840059,0.540335,0.370531
0.107909,-1.06396,-0.479038,1.14378,-1.29112,0.0845012,0.551681,0.373345
0.108883,-1.06696,-0.43836,1.13302,-1.23092,0.0881832,0.55394,0.373879
0.109865,-1.07068,-0.433387,1.13945,-1.24648,0.0940541,0.562785,0.373875
0.110946,-1.06871,-0.371562,1.14969,-1.20334,0.100027,0.573728,0.375465
0.111977,-1.06363,-0.35186,1.14298,-1.12298,0.101674,0.584881,0.375485
0.112926,-1.05815,-0.315845,1.1494,-1.09415,0.112216,0.587955,0.378208
0.113978,-1.06276,-0.264566,1.16465,-1.05898,0.117562,0.601623,0.375647
0.114922,-1.05937,-0.264107,1.18042,-1.06105,0.122814,0.616202,0.376667
0.115942,-1.04529,-0.229371,1.20379,-1.03634,0.128874,0.619576,0.381154
0.116973,-1.04909,-0.203945,1.23108,-0.982044,0.134126,0.607981,0.377401
0.117947,-1.06046,-0.158228,1.22486,-0.947503,0.142518,0.607731,0.377751
0.118942,-1.04784,-0.136341,1.22543,-0.909808,0.142702,0.604389,0.381276
0.119921,-1.05282,-0.131192,1.23144,-0.898537,0.151746,0.612389,0.382495
0.120923,-1.04494,-0.120209,1.24288,-0.88159,0.150508,0.617362,0.384951
0.12194,-1.04704,-0.0894319,1.2633,-0.87135,0.156097,0.618997,0.38953
0.122926,-1.04869,-0.0610916,1.27617,-0.849343,0.163459,0.625232,0.386348
0.123911,-1.03765,-0.0260676,1.28564,-0.804288,0.169057,0.621619,0.387942
0.124914,-1.03586,-0.0054748,1.29808,-0.826802,0.176401,0.627036,0.388783
0.125929,-1.03044,0.0443211,1.29727,-0.804075,0.182364,0.617162,0.389637
0.126888,-1.02244,0.0970204,1.305,-0.777543,0.182913,0.617895,0.39033
0.127874,-1.01865,0.108644,1.31338,-0.747765,0.184962,0.621056,0.392268
0.12889,-1.02461,0.152643,1.30133,-0.726026,0.193736,0.618463,0.392938
0.129888,-1.02874,0.161457,1.31672,-0.75649,0.200303,0.622192,0.393686
0.130965,-1.00714,0.206209,1.30771,-0.779883,0.203874,0.632824,0.394056
0.131982,-1.01616,0.220142,1.28973,-0.754909,0.202481,0.627083,0.39656
0.13299,-1.01629,0.250448,1.2964,-0.751881,0.213326,0.626002,0.395597
0.133967,-0.99004,0.27229,1.30686,-0.733424,0.227159,0.607695,0.397234
0.134981,-0.98973,0.271355,1.31355,-0.74133,0.233097,0.616511,0.398146
0.135952,-0.998672,0.309084,1.30106,-0.747282,0.231657,0.606382,0.397117
0.136965,-0.98339,0.352221,1.30524,-0.744195,0.246827,0.606032,0.403403
0.137967,-0.955467,0.358936,1.29525,-0.714704,0.244512,0.601688,0.402296
0.13897,-0.972022,0.375772,1.29067,-0.717306,0.25797,0.594903,0.400802
0.139965,-0.970786,0.374007,1.29899,-0.713235,0.264767,0.604866,0.402108
0.14097,-0.956704,0.384003,1.28517,-0.719967,0.259663,0.612907,0.406849
0.141972,-0.961855,0.401905,1.28647,-0.691553,0.269754,0.607151,0.404353
0.142964,-0.957355,0.450328,1.28652,-0.67599,0.274213,0.615057,0.406379
0.143961,-0.966976,0.444546,1.25154,-0.658713,0.281037,0.612618,0.408561
0.144965,-0.968988,0.446131,1.25224,-0.697638,0.287733,0.619826,0.408822
0.145947,-0.961842,0.465344,1.25081,-0.665626,0.294208,0.617117,0.40799
0.146966,-0.949106,0.47641,1.24262,-0.623677,0.292447,0.61407,0.40981
0.147969,-0.962015,0.499085,1.21865,-0.612467,0.305003,0.613128,0.411071
0.148967,-0.942514,0.51397,1.22395,-0.589935,0.308372,0.610675,0.413287
0.149963,-0.941863,0.517768,1.22932,-0.634686,0.315822,0.610864,0.414012
0.150967,-0.939258,0.520489,1.22975,-0.6185,0.326397,0.613472,0.410668
0.151968,-0.958984,0.556418,1.21239,-0.562375,0.326962,0.623808,0.411484
0.152962,-0.962585,0.559496,1.21882,-0.579255,0.331938,0.618002,0.415894
0.15397,-0.954111,0.591622,1.23062,-0.537748,0.343094,0.596662,0.416555
0.154966,-0.955498,0.595273,1.22847,-0.556053,0.345755,0.592894,0.416712
0.156038,-0.944105,0.640224,1.21613,-0.536224,0.34836,0.586616,0.416684
0.156969,-0.950424,0.667989,1.21095,-0.511156,0.359524,0.574282,0.418942
0.157976,-0.943099,0.676605,1.21548,-0.487383,0.362868,0.568862,0.41903
0.158903,-0.931725,0.682673,1.21449,-0.483186,0.374202,0.567919,0.415906
0.159931,-0.936103,0.6942,1.21575,-0.501612,0.378287,0.576332,0.416435
0.160943,-0.946398,0.729461,1.20006,-0.48892,0.376465,0.5702,0.420963
0.161901,-0.943931,0.757912,1.19768,-0.471162,0.387834,0.565253,0.420441
0.162983,-0.941743,0.787087,1.18671,-0.470821,0.397686,0.567918,0.423422
0.163972,-0.940995,0.81494,1.19064,-0.433965,0.401194,0.550131,0.423174
0.16497,-0.940316,0.830507,1.19512,-0.429383,0.401044,0.553499,0.425877
0.165952,-0.943459,0.835296,1.20185,-0.419896,0.408509,0.551092,0.43002
0.166968,-0.940028,0.8425,1.20387,-0.425863,0.41598,0.543311,0.426092
0.167967,-0.944235,0.881423,1.20342,-0.410229,0.425992,0.537169,0.430329
0.168967,-0.947385,0.924394,1.18623,-0.394866,0.432245,0.528115,0.43023
0.169923,-0.950596,0.931358,1.19726,-0.412106,0.440222,0.534956,0.431908
0.170868,-0.943834,0.943897,1.21267,-0.415877,0.446942,0.532832,0.436856
0.171913,-0.935473,0.945987,1.2234,-0.40862,0.447741,0.526194,0.434578
0.172892,-0.958515,0.998072,1.23133,-0.433568,0.460648,0.514239,0.434054
0.173989,-0.962023,0.993186,1.22297,-0.435944,0.465189,0.517969,0.439109
0.174972,-0.960002,0.9987,1.23318,-0.46533,0.471942,0.527524,0.439326
0.175864,-0.963273,1.00595,1.23828,-0.463453,0.481866,0.52793,0.436444
0.176968,-0.97207,1.0124,1.2571,-0.457478,0.486353,0.52098,0.444487
0.177964,-0.959578,1.01495,1.25226,-0.446145,0.488724,0.519203,0.443153
0.178969,-0.964899,1.0243,1.26133,-0.445983,0.502126,0.506518,0.442447
0.17995,-0.9686,1.02196,1.27611,-0.457857,0.510744,0.512362,0.442226
0.180898,-0.967241,1.00306,1.27597,-0.468566,0.506453,0.526866,0.438359
0.181949,-0.962697,1.00567,1.28114,-0.477404,0.510518,0.5196,0.440637
0.182862,-0.973218,1.01479,1.28323,-0.467367,0.5121,0.526804,0.444734
0.183943,-0.975529,0.994419,1.27785,-0.476711,0.522473,0.540156,0.442789
0.184933,-0.970899,0.995781,1.28804,-0.490024,0.528949,0.558064,0.443761
0.185946,-0.956231,0.997837,1.30666,-0.515954,0.524105,0.559221,0.446286
0.186939,-0.964517,0.997329,1.29364,-0.506601,0.538508,0.56172,0.446864
0.187934,-0.958458,0.998595,1.31022,-0.492325,0.538699,0.576931,0.449474
0.188932,-0.953311,0.986129,1.31802,-0.517946,0.557164,0.58128,0.447627
0.189942,-0.949018,0.988722,1.33117,-0.528754,0.566617,0.596393,0.448619
0.190898,-0.943709,0.986815,1.34003,-0.54179,0.566793,0.598896,0.448221
0.191869,-0.936037,0.990897,1.33934,-0.524261,0.573686,0.602573,0.44969
0.192869,-0.932759,0.989799,1.33516,-0.536471,0.574609,0.610196,0.454875
0.193868,-0.93295,0.979766,1.34939,-0.535258,0.584156,0.61516,0.450312
0.194922,-0.931474,0.979304,1.36074,-0.565216,0.586628,0.620985,0.451973
0.195954,-0.945907,0.969212,1.37107,-0.600144,0.593768,0.631268,0.45508
0.196938,-0.927462,0.931987,1.36977,-0.573406,0.601282,0.63907,0.454844
0.197978,-0.93712,0.932595,1.36386,-0.570733,0.601241,0.639972,0.456445
0.19898,-0.92609,0.899493,1.37482,-0.56946,0.61026,0.639953,0.456908
0.199974,-0.924242,0.903363,1.3787,-0.616827,0.61716,0.652052,0.457982
0.200972,-0.913519,0.894619,1.37771,-0.622038,0.62051,0.647071,0.45962
0.201965,-0.904933,0.868816,1.38695,-0.620702,0.624809,0.648716,0.460478
0.20297,-0.902566,0.877263,1.39289,-0.639159,0.634693,0.652611,0.462698
0.203983,-0.900858,0.863951,1.39687,-0.640666,0.632807,0.647285,0.462671
0.20497,-0.906604,0.856817,1.40221,-0.669766,0.634639,0.655201,0.463396
0.205867,-0.897364,0.856763,1.3901,-0.67456,0.646351,0.646314,0.465295
0.206942,-0.885479,0.846106,1.39106,-0.654169,0.648073,0.64851,0.464859
0.207961,-0.903554,0.855968,1.38841,-0.64982,0.649158,0.64712,0.465756
0.208942,-0.898686,0.860814,1.38413,-0.657523,0.662048,0.635547,0.467193
0.209943,-0.907461,0.87409,1.38978,-0.670093,0.667873,0.643272,0.467947
0.210947,-0.884517,0.876491,1.39346,-0.682945,0.675661,0.640925,0.469856
0.211938,-0.8721,0.887162,1.3936,-0.683674,0.673997,0.639448,0.472947
0.212934,-0.879759,0.889828,1.3832,-0.663166,0.67452,0.6357,0.470391
0.213946,-0.88048,0.885477,1.37668,-0.674598,0.678951,0.629817,0.473218
0.214953,-0.880907,0.90522,1.38725,-0.691565,0.667948,0.636005,0.473474
0.21601,-0.874204,0.926947,1.37151,-0.691425,0.669421,0.626184,0.472667
0.216952,-0.867127,0.937009,1.35818,-0.668101,0.656415,0.620104,0.476811
0.217955,-0.862444,0.930377,1.36024,-0.659976,0.635959,0.624174,0.476009
0.218953,-0.860158,0.911046,1.34292,-0.662402,0.622488,0.622405,0.474621
0.219945,-0.865741,0.926339,1.35227,-0.697905,0.595133,0.630184,0.475927
0.220946,-0.85414,0.932952,1.3593,-0.694309,0.573456,0.635564,0.479753
0.22194,-0.855568,0.927347,1.36778,-0.690849,0.55732,0.635275,0.478157
0.222893,-0.856572,0.921317,1.35862,-0.698746,0.540733,0.636328,0.479392
0.223949,-0.863422,0.91807,1.3705,-0.710829,0.531763,0.63789,0.475715
0.224953,-0.862801,0.932787,1.37546,-0.738186,0.541784,0.644593,0.476846
0.225885,-0.869143,0.905489,1.38201,-0.716668,0.550388,0.652576,0.479938
0.226918,-0.89314,0.918042,1.37657,-0.72508,0.559289,0.650113,0.482001
0.227981,-0.907716,0.905556,1.35076,-0.741161,0.571748,0.659421,0.480767
0.228879,-0.901805,0.894421,1.32931,-0.739741,0.590011,0.668724,0.48279
0.229995,-0.89356,0.897383,1.34404,-0.763507,0.600132,0.683257,0.484994
0.230996,-0.891893,0.878335,1.30926,-0.767007,0.620003,0.68909,0.488872
0.231916,-0.898042,0.890453,1.3008,-0.75656,0.628834,0.692389,0.486458
0.232886,-0.894532,0.874592,1.29306,-0.762268,0.642636,0.694557,0.486871
0.233981,-0.913544,0.871176,1.26885,-0.76263,0.658467,0.690948,0.485941
0.234877,-0.909981,0.86266,1.28697,-0.775613,0.671745,0.698392,0.485969
0.235954,-0.890915,0.85819,1.30396,-0.772357,0.689494,0.704968,0.487359
0.236973,-0.906422,0.837527,1.29007,-0.803877,0.697089,0.710869,0.48572
0.23797,-0.905444,0.850327,1.28252,-0.799512,0.705592,0.696837,0.488858
0.238871,-0.900228,0.83798,1.28021,-0.795669,0.709357,0.678141,0.489399
0.239952,-0.89706,0.829914,1.28212,-0.793078,0.722911,0.68468,0.489476
0.240962,-0.898603,0.82522,1.26776,-0.80803,0.720813,0.686805,0.491971
0.241955,-0.903554,0.824532,1.25134,-0.811927,0.727546,0.670466,0.492243
0.242954,-0.909608,0.809618,1.263,-0.826713,0.736386,0.663268,0.493917
0.243982,-0.901719,0.798489,1.25417,-0.806476,0.755681,0.652675,0.49764
0.244921,-0.910748,0.798469,1.25237,-0.829814,0.761431,0.656957,0.499002
0.245929,-0.917496,0.800197,1.24253,-0.848369,0.762843,0.637291,0.497935
0.246943,-0.925098,0.807262,1.23552,-0.8475,0.767802,0.631363,0.501705
0.247946,-0.905067,0.81247,1.23006,-0.851353,0.779893,0.620596,0.498052
0.248953,-0.91808,0.821108,1.25139,-0.837529,0.784668,0.617942,0.502264
0.249906,-0.914163,0.8159,1.25259,-0.871351,0.789336,0.617281,0.501975
0.250941,-0.919952,0.807363,1.24978,-0.890176,0.786951,0.609863,0.501839
0.25194,-0.917502,0.818269,1.24398,-0.864741,0.794306,0.586578,0.500338
0.252944,-0.932437,0.814378,1.25326,-0.890658,0.806355,0.573296,0.501525
0.253935,-0.921874,0.807813,1.26155,-0.903419,0.801987,0.572982,0.507546
0.254937,-0.922653,0.817403,1.27248,-0.935971,0.803242,0.581404,0.506924
0.255927,-0.909909,0.812006,1.27792,-0.951569,0.806808,0.573439,0.506247
0.2569,-0.917328,0.8242,1.27448,-0.965367,0.802588,0.574493,0.503957
0.257871,-0.926622,0.804895,1.28078,-0.964337,0.812023,0.563283,0.508681
0.25887,-0.92271,0.804337,1.29155,-0.971251,0.810977,0.559263,0.507264
0.259908,-0.926882,0.817583,1.30351,-0.979833,0.814224,0.56902,0.507915
0.260984,-0.930364,0.831869,1.29308,-0.987633,0.822191,0.575918,0.508078
0.261982,-0.939332,0.839655,1.29658,-0.997971,0.818165,0.575288,0.509842
0.262989,-0.953224,0.855106,1.30714,-1.00271,0.823987,0.574522,0.511731
0.26398,-0.936076,0.878693,1.31055,-1.01053,0.820656,0.572196,0.511547
0.264873,-0.931642,0.884215,1.32421,-1.01998,0.822875,0.584362,0.512639
0.265953,-0.92112,0.89207,1.32346,-1.03246,0.825827,0.583162,0.516591
0.26698,-0.930078,0.889954,1.32348,-1.0527,0.824384,0.586482,0.515561
0.267988,-0.918359,0.895591,1.34026,-1.05737,0.825961,0.583544,0.516439
0.268979,-0.926533,0.90958,1.33982,-1.08983,0.83005,0.588235,0.516343
0.269983,-0.932741,0.921312,1.34943,-1.09719,0.835869,0.593231,0.517001
0.270977,-0.928437,0.90807,1.34465,-1.09351,0.840257,0.601152,0.513979
0.271976,-0.929455,0.917701,1.34383,-1.1127,0.839739,0.589536,0.521791
0.272887,-0.92498,0.921116,1.35064,-1.10258,0.845491,0.589276,0.520032
0.273978,-0.907555,0.914989,1.344,-1.08951,0.851859,0.580491,0.51756
0.274955,-0.914511,0.925458,1.35603,-1.1088,0.856711,0.590979,0.519052
0.275949,-0.896295,0.917119,1.34667,-1.12635,0.851088,0.586236,0.522517
0.276979,-0.894982,0.906315,1.35113,-1.13608,0.853159,0.571274,0.521464
0.277932,-0.889215,0.901203,1.34676,-1.15357,0.858784,0.555973,0.523927
0.278975,-0.897531,0.898896,1.34067,-1.14613,0.853459,0.537412,0.521901
0.279984,-0.910185,0.905058,1.34694,-1.15021,0.857215,0.543613,0.523177
0.28097,-0.912504,0.918234,1.35655,-1.14585,0.857467,0.533843,0.524509
0.281872,-0.911516,0.893173,1.34252,-1.14883,0.858639,0.527989,0.52752
0.28297,-0.920941,0.892274,1.34242,-1.16618,0.866814,0.522617,0.527764
0.283973,-0.92078,0.897611,1.33665,-1.16817,0.870091,0.503793,0.528097
0.28497,-0.921838,0.904076,1.3438,-1.18512,0.876075,0.503139,0.529084
0.28595,-0.931384,0.903553,1.34229,-1.19024,0.873837,0.50359,0.529217
0.28697,-0.920905,0.897479,1.32016,-1.17601,0.86437,0.484023,0.53031
0.287871,-0.94186,0.900806,1.32513,-1.1935,0.86929,0.47996,0.529842
0.28898,-0.918833,0.894944,1.31042,-1.19861,0.873756,0.478195,0.532984
0.289869,-0.918173,0.892513,1.31905,-1.22415,0.875435,0.484568,0.532269
0.290863,-0.931643,0.905777,1.31407,-1.21276,0.881692,0.478945,0.531705
0.291864,-0.931974,0.891534,1.29974,-1.21555,0.865636,0.471199,0.533286
0.292865,-0.929122,0.901201,1.31257,-1.23188,0.864068,0.466211,0.533526
0.293974,-0.936738,0.907393,1.2971,-1.22539,0.869303,0.460382,0.535278
0.294967,-0.937489,0.89551,1.30937,-1.24209,0.878325,0.470685,0.536255
0.295948,-0.942967,0.905206,1.31028,-1.23947,0.873013,0.479819,0.539145
0.29697,-0.957568,0.916317,1.32166,-1.24905,0.878876,0.487625,0.53642
0.297953,-0.958428,0.908699,1.31987,-1.27092,0.882799,0.490794,0.537757
0.298973,-0.960161,0.901931,1.31069,-1.2715,0.886343,0.49116,0.540656
0.299922,-0.956863,0.912521,1.32173,-1.28094,0.888316,0.508835,0.541435
0.300973,-0.950668,0.931387,1.31871,-1.27684,0.878942,0.509644,0.541945
0.30198,-0.958678,0.936656,1.29346,-1.2866,0.879924,0.520976,0.538608
0.30297,-0.949076,0.939766,1.2965,-1.29766,0.878461,0.528807,0.540255
0.303924,-0.965199,0.948776,1.29064,-1.29571,0.871054,0.532074,0.542382
0.304914,-0.970888,0.957235,1.30445,-1.30237,0.871127,0.546302,0.543618
0.305872,-0.977011,0.963962,1.289,-1.31512,0.861362,0.544665,0.544398
0.306979,-0.958881,0.97074,1.29308,-1.29467,0.862467,0.548392,0.544484
0.307947,-0.972177,0.987413,1.29438,-1.2934,0.869312,0.549867,0.544737
0.309023,-0.972018,1.01569,1.29409,-1.3045,0.872911,0.541349,0.544217
0.310009,-0.979395,1.02661,1.2992,-1.32088,0.880994,0.547865,0.545459
0.31093,-0.982829,1.03776,1.30759,-1.31805,0.886081,0.557625,0.549926
0.311927,-0.975795,1.02012,1.30369,-1.30916,0.887787,0.555032,0.546005
0.31291,-0.976428,0.997749,1.29884,-1.31111,0.898482,0.546208,0.548487
0.313907,-0.978562,1.01887,1.29329,-1.31829,0.904577,0.54162,0.546827
0.314902,-0.981266,1.03472,1.30718,-1.33851,0.911371,0.55658,0.546723
0.315942,-0.974771,1.04831,1.29527,-1.32254,0.917908,0.560345,0.550152
0.31692,-0.981024,1.04372,1.29537,-1.33375,0.912714,0.55069,0.549551
0.317913,-0.970774,1.05127,1.29018,-1.32804,0.922792,0.560177,0.549315
0.318913,-0.988687,1.04831,1.2963,-1.33285,0.919118,0.554686,0.55111
0.319867,-0.989061,1.05442,1.30547,-1.35752,0.918941,0.560538,0.551599
0.320871,-0.987096,1.05361,1.29929,-1.35686,0.914515,0.559845,0.554356
0.321877,-0.988712,1.05245,1.30639,-1.35626,0.907156,0.554678,0.555578
