elapsed_time,joint_1 state,joint_2 state,joint_3 state,joint_4 state,joint_5 state,joint_6 state,joint_7 state,joint_1 torque,joint_2 torque,joint_3 torque,joint_4 torque,joint_5 torque,joint_6 torque,joint_7 torque,ee_x,ee_y,ee_z
4.300041,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3639632844812887,-0.427717027677208,-0.5020258403660751,1.2090096168290354,1.3872048262283312,0.24934888428148747,0.28302364208446157,0.32597926612500555,0.011307903774507619,0.2171126335216698
4.301046,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36146239535118546,-0.4314711588991433,-0.49896601824957076,1.2114517466179664,1.3870169038814488,0.25007841979525586,0.2831774089078489,0.3259747303763886,0.01130641386348621,0.21707613626266284
4.302043,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.35920759678021014,-0.43490201022128777,-0.4962364676143708,1.2121756609083918,1.3867938440667646,0.2505421103760542,0.2833479494038535,0.32596730857118206,0.011307271114051443,0.2170237795534093
4.303064,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3582373172438912,-0.43835425671049527,-0.4949973126830758,1.2115277007468128,1.3866428583461092,0.2508068933577379,0.2835320122798103,0.3259598069542775,0.011306026063266448,0.21697962037399532
4.304055,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.35851528479048694,-0.44159550141656567,-0.49498251445853847,1.2101774692400202,1.3865620505866831,0.2509739781131486,0.2837084908319031,0.3259542518393685,0.011306692545392362,0.2169330121680279
4.305033,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3595918527367911,-0.44324904071053467,-0.4953986023306614,1.2075970811560242,1.386461225790128,0.2509005285460269,0.2838387370031133,0.32595223273775786,0.011306599547791738,0.2169172425970893
4.306036,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36084432750478235,-0.44382710736231556,-0.4956995194531808,1.2036907723583539,1.386263472286532,0.2505522276225768,0.28389546960075324,0.32594835217979323,0.011304427850358397,0.21688018619738658
4.30705,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3614960917776048,-0.4456463361541987,-0.4954050967332065,1.19932642134011,1.3859213362582405,0.25010698979932133,0.2838888993565828,0.3259431335679735,0.011302891039612177,0.21682906082574321
4.308035,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36178458824647125,-0.4498153236438165,-0.49482454572437795,1.1957223858173747,1.385480838983582,0.2497648270401339,0.2838672108375029,0.32593812836891684,0.011302099257936241,0.21678519929154189
4.309037,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3619579369767766,-0.456418036877322,-0.49418097017717455,1.1940925046989803,1.3849993919865777,0.2497028449726708,0.2838845423687336,0.32593432310823767,0.01130034160452428,0.21673855133818745
4.310033,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36173056367862494,-0.46535259268152607,-0.49321256557074294,1.194338927865707,1.3844693290397134,0.24992527304437984,0.28396626206979425,0.325932881993581,0.011300300051815261,0.2167227957339088
4.311044,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36187650536330174,-0.4767047804727846,-0.49268002590514537,1.1963007251165858,1.38396012009656,0.25042607924230037,0.28411016886434565,0.325929099480532,0.011301902898575354,0.21668470006450008
4.312113,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3629842652086696,-0.48963154905527,-0.49320313414584027,1.199805095554537,1.3835288571859403,0.25116186006707786,0.2843058218530136,0.3259266369809126,0.011299742649191293,0.21663642033475144
4.313035,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3641525783158487,-0.5022316545726567,-0.4939506611481361,1.2037114823174377,1.3831107291686335,0.251940915715622,0.2845378079708195,0.3259237087592487,0.011298506520037407,0.21659390004974494
4.314037,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3647905138465019,-0.5138251424459969,-0.49424881913483565,1.2064872424773188,1.3826508034331844,0.2525451800408525,0.284782846070816,0.3259239141919465,0.011298355654908521,0.21654992889875857
4.315043,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36483675914496616,-0.5250374233107756,-0.4939055801646312,1.207412209189527,1.3821206972906288,0.25287587507080067,0.2850079691773456,0.3259229580035969,0.011298386637522011,0.2165341185241444
4.316055,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.36424807406938625,-0.5368209537583628,-0.49291368041383754,1.2078945785752406,1.3815523313536289,0.25313514431526396,0.28517568211500527,0.32592174330235657,0.011297309214252076,0.21649721366622568
4.317046,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3633126266679385,-0.5499591513417889,-0.49177275847087215,1.2096768581886859,1.381044059234858,0.2535683949208096,0.28526747064318236,0.32592036739933117,0.01129821644752025,0.21644565317449774
4.318043,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3626051342143635,-0.5655807781896277,-0.4912852355236918,1.2133053652884966,1.380679089234018,0.2542592481539084,0.28531840393166263,0.3259203610192249,0.011297777220761649,0.21640315913796693
4.319037,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3621168696364789,-0.5845511357183835,-0.49138143159068803,1.2182585859887949,1.3804503103682189,0.2551472172791728,0.2853822638762032,0.3259194335172525,0.011296290077276016,0.21635495458094786
4.320033,-0.018707383102471213,-0.518590357340582,0.06551764115100502,-2.8921478486613363,0.030336888081147838,2.3601404664754884,0.768713881159238,-0.3612288326647564,-0.6063178256972224,-0.4911660902394133,1.2235585081050757,1.380280838900002,0.2560879901737889,0.2854742249718615,0.3259189829367823,0.0112960443178035,0.2163388205818037
4.321039,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3602378438308006,-0.6286301747516426,-0.49072305175062714,1.2284832092496116,1.3801686704662397,0.25695587167059075,0.28559890208860317,0.32591966284132,0.011297742342604545,0.21630352214818122
4.322043,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3591731271954114,-0.6494602223500175,-0.490016354326806,1.2323668996181634,1.3800887023554875,0.25763006363381963,0.28574985424081367,0.32592248380812566,0.011295230896128515,0.21625298354144687
4.323055,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3573278531392436,-0.6690563607931319,-0.48843701593225924,1.2355706882645459,1.3799798303271416,0.2581503313736805,0.2858987704379117,0.3259221990312266,0.011296685351877552,0.21620960531454098
4.324054,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3553227760861521,-0.6880440912950401,-0.48670897435661237,1.2392402817692492,1.379906889778721,0.2586927607810943,0.28603801867500783,0.3259234192109725,0.011297212857147375,0.21616258230420293
4.325036,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35390148576232566,-0.7064767189546752,-0.48562453748422146,1.243433433023262,1.3799170562625647,0.259290828322289,0.2861845278881086,0.32592415201924163,0.011297416980876697,0.21614703957345846
4.326029,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3530781557045187,-0.7226947377274471,-0.4852328863172624,1.2461137830070363,1.3799787952523297,0.25964313675405554,0.2863483366130651,0.3259291284670717,0.011297878662275275,0.21611417165071592
4.327034,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35269849368706835,-0.7343210514747329,-0.4853690044180283,1.245123845811307,1.380063453245221,0.259421939565818,0.2865257178279154,0.3259338333361776,0.011297761640044417,0.21606523742448117
4.328031,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3520145585217402,-0.7424899792101568,-0.4852847613923102,1.2420755862725572,1.3801414616211996,0.2588926016689072,0.2867180398254883,0.3259343455590883,0.011296753721593621,0.21602075144068086
