x,y,z,vx,vy,vz
0.31,0.26,0.03,0.04,0.04,-0.03
0.315,0.26,0.03,0.04,0.04,-0.03
0.32,0.26,0.03,0.04,0.04,-0.03
0.325,0.26,0.03,0.02,0.04,-0.03
0.33,0.26,0.03,0.01,0.04,-0.03
0.335,0.26,0.03,-0.01,0.04,-0.03
0.355,0.26,0.03,0.04,0.04,-0.03
0.36,0.26,0.03,0.04,0.04,-0.03
0.365,0.26,0.03,0.04,0.04,-0.03
0.37,0.26,0.03,0.04,0.04,-0.03
0.375,0.26,0.03,0.04,0.04,-0.03
0.38,0.26,0.03,0.04,0.04,-0.03
0.385,0.26,0.03,0.04,0.01,-0.03
0.39,0.26,0.03,0.04,0.01,-0.03
0.395,0.26,0.03,0.04,-0.03,-0.03
0.4,0.26,0.03,0.04,-0.03,-0.03
0.405,0.26,0.03,0.04,-0.05,-0.03
0.41,0.26,0.03,0.04,-0.05,-0.03
0.415,0.26,0.03,0.04,-0.05,-0.03
0.42,0.26,0.03,0.04,-0.05,-0.03
0.425,0.26,0.03,0.04,-0.05,-0.03
0.43,0.26,0.03,0.04,-0.05,-0.03
0.435,0.26,0.03,0.04,-0.05,-0.03
0.44,0.26,0.03,0.04,-0.05,-0.03
0.445,0.26,0.03,0.04,-0.05,-0.03
0.45,0.26,0.03,0.04,-0.05,-0.03
0.455,0.26,0.03,0.04,-0.05,-0.03
0.46,0.26,0.03,0.04,-0.05,-0.03
0.465,0.26,0.03,0.04,-0.04,-0.03
0.47,0.26,0.03,0.04,-0.04,-0.03
0.475,0.26,0.03,0.02,-0.04,-0.03
0.48,0.26,0.03,0.01,-0.04,-0.03
0.485,0.26,0.03,-0.01,-0.04,-0.03
0.49,0.26,0.03,-0.03,-0.04,-0.03
0.495,0.26,0.03,-0.04,-0.04,-0.03
0.5,0.26,0.03,-0.03,0.01,-0.03
0.505,0.26,0.03,-0.04,0.01,-0.03
0.51,0.26,0.03,-0.03,0.04,-0.03
0.515,0.26,0.03,-0.04,0.04,-0.03
0.52,0.26,0.03,-0.05,0.04,-0.03
0.525,0.26,0.03,-0.05,0.04,-0.03
0.53,0.26,0.03,-0.05,0.04,-0.03
0.535,0.26,0.03,-0.05,0.04,-0.03
0.54,0.26,0.03,-0.05,0.04,-0.03
0.545,0.26,0.03,-0.05,0.04,-0.03
0.55,0.26,0.03,-0.05,0.04,-0.03
0.555,0.26,0.03,-0.05,0.04,-0.03
0.285,0.265,0.03,0.04,0.04,-0.03
0.29,0.265,0.03,0.04,0.04,-0.03
0.295,0.265,0.03,0.04,0.04,-0.03
0.3,0.265,0.03,0.04,0.04,-0.03
0.305,0.265,0.03,0.04,0.04,-0.03
0.31,0.265,0.03,0.04,0.04,-0.03
0.315,0.265,0.03,0.04,0.04,-0.03
0.32,0.265,0.03,0.04,0.04,-0.03
0.325,0.265,0.03,0.02,0.04,-0.03
0.33,0.265,0.03,0.01,0.04,-0.03
0.335,0.265,0.03,-0.01,0.04,-0.03
0.355,0.265,0.03,0.04,0.04,-0.03
0.36,0.265,0.03,0.04,0.04,-0.03
0.365,0.265,0.03,0.04,0.04,-0.03
0.37,0.265,0.03,0.04,0.04,-0.03
0.375,0.265,0.03,0.04,0.02,-0.03
0.38,0.265,0.03,0.04,0.02,-0.03
0.385,0.265,0.03,0.04,-0.01,-0.03
0.39,0.265,0.03,0.04,-0.01,-0.03
0.395,0.265,0.03,0.04,-0.04,-0.03
0.4,0.265,0.03,0.04,-0.04,-0.03
0.405,0.265,0.03,0.04,-0.05,-0.03
0.41,0.265,0.03,0.04,-0.05,-0.03
0.415,0.265,0.03,0.04,-0.05,-0.03
0.42,0.265,0.03,0.04,-0.05,-0.03
0.425,0.265,0.03,0.04,-0.05,-0.03
0.43,0.265,0.03,0.04,-0.05,-0.03
0.435,0.265,0.03,0.04,-0.05,-0.03
0.44,0.265,0.03,0.04,-0.05,-0.03
0.445,0.265,0.03,0.04,-0.05,-0.03
0.45,0.265,0.03,0.04,-0.05,-0.03
0.455,0.265,0.03,0.04,-0.05,-0.03
0.46,0.265,0.03,0.04,-0.05,-0.03
0.465,0.265,0.03,0.04,-0.05,-0.03
0.47,0.265,0.03,0.04,-0.05,-0.03
0.475,0.265,0.03,0.02,-0.05,-0.03
0.48,0.265,0.03,0.01,-0.05,-0.03
0.485,0.265,0.03,-0.01,-0.05,-0.03
0.49,0.265,0.03,-0.03,-0.05,-0.03
0.495,0.265,0.03,-0.04,-0.05,-0.03
0.5,0.265,0.03,-0.03,-0.01,-0.03
0.505,0.265,0.03,-0.04,-0.01,-0.03
0.51,0.265,0.03,-0.03,0.02,-0.03
0.515,0.265,0.03,-0.04,0.02,-0.03
0.52,0.265,0.03,-0.05,0.04,-0.03
0.525,0.265,0.03,-0.05,0.04,-0.03
0.53,0.265,0.03,-0.05,0.04,-0.03
0.535,0.265,0.03,-0.05,0.04,-0.03
0.54,0.265,0.03,-0.05,0.04,-0.03
0.545,0.265,0.03,-0.05,0.04,-0.03
0.55,0.265,0.03,-0.05,0.04,-0.03
0.555,0.265,0.03,-0.05,0.04,-0.03
0.285,0.27,0.03,0.04,0.04,-0.03
0.29,0.27,0.03,0.04,0.04,-0.03
0.295,0.27,0.03,0.04,0.04,-0.03
0.3,0.27,0.03,0.04,0.04,-0.03
0.305,0.27,0.03,0.04,0.04,-0.03
0.31,0.27,0.03,0.04,0.04,-0.03
0.315,0.27,0.03,0.04,0.04,-0.03
0.32,0.27,0.03,0.04,0.04,-0.03
0.325,0.27,0.03,0.02,0.04,-0.03
0.33,0.27,0.03,0.01,0.04,-0.03
0.335,0.27,0.03,-0.01,0.04,-0.03
0.355,0.27,0.03,0.04,0.04,-0.03
0.36,0.27,0.03,0.04,0.04,-0.03
0.365,0.27,0.03,0.04,0.04,-0.03
0.37,0.27,0.03,0.04,0.04,-0.03
0.375,0.27,0.03,0.04,0.01,-0.03
0.38,0.27,0.03,0.04,0.01,-0.03
0.385,0.27,0.03,0.04,-0.03,-0.03
0.39,0.27,0.03,0.04,-0.03,-0.03
0.395,0.27,0.03,0.04,-0.05,-0.03
0.4,0.27,0.03,0.04,-0.05,-0.03
0.405,0.27,0.03,0.04,-0.05,-0.03
0.41,0.27,0.03,0.04,-0.05,-0.03
0.415,0.27,0.03,0.04,-0.05,-0.03
0.42,0.27,0.03,0.04,-0.05,-0.03
0.425,0.27,0.03,0.04,-0.05,-0.03
0.43,0.27,0.03,0.04,-0.05,-0.03
0.435,0.27,0.03,0.04,-0.05,-0.03
0.44,0.27,0.03,0.04,-0.05,-0.03
0.445,0.27,0.03,0.04,-0.05,-0.03
0.45,0.27,0.03,0.04,-0.05,-0.03
0.455,0.27,0.03,0.04,-0.05,-0.03
0.46,0.27,0.03,0.04,-0.05,-0.03
0.465,0.27,0.03,0.04,-0.05,-0.03
0.47,0.27,0.03,0.04,-0.05,-0.03
0.475,0.27,0.03,0.04,-0.03,-0.03
0.48,0.27,0.03,0.04,-0.03,-0.03
0.485,0.27,0.03,0.02,-0.03,-0.03
0.49,0.27,0.03,0.01,-0.03,-0.03
0.495,0.27,0.03,-0.01,-0.03,-0.03
0.5,0.27,0.03,-0.03,-0.03,-0.03
0.505,0.27,0.03,-0.04,-0.03,-0.03
0.51,0.27,0.03,-0.03,0.01,-0.03
0.515,0.27,0.03,-0.04,0.01,-0.03
0.52,0.27,0.03,-0.03,0.04,-0.03
0.525,0.27,0.03,-0.04,0.04,-0.03
0.53,0.27,0.03,-0.05,0.04,-0.03
0.535,0.27,0.03,-0.05,0.04,-0.03
0.54,0.27,0.03,-0.05,0.04,-0.03
0.545,0.27,0.03,-0.05,0.04,-0.03
0.55,0.27,0.03,-0.05,0.04,-0.03
0.555,0.27,0.03,-0.05,0.04,-0.03
0.285,0.275,0.03,0.04,0.04,-0.03
0.29,0.275,0.03,0.04,0.04,-0.03
0.295,0.275,0.03,0.04,0.04,-0.03
0.3,0.275,0.03,0.04,0.04,-0.03
0.305,0.275,0.03,0.04,0.04,-0.03
0.31,0.275,0.03,0.04,0.04,-0.03
0.315,0.275,0.03,0.04,0.04,-0.03
0.32,0.275,0.03,0.04,0.04,-0.03
0.325,0.275,0.03,0.02,0.04,-0.03
0.33,0.275,0.03,0.01,0.04,-0.03
0.335,0.275,0.03,-0.01,0.04,-0.03
0.355,0.275,0.03,0.04,0.04,-0.03
0.36,0.275,0.03,0.04,0.04,-0.03
0.365,0.275,0.03,0.04,0.02,-0.03
0.37,0.275,0.03,0.04,0.02,-0.03
0.375,0.275,0.03,0.04,-0.01,-0.03
0.38,0.275,0.03,0.04,-0.01,-0.03
0.385,0.275,0.03,0.04,-0.04,-0.03
0.39,0.275,0.03,0.04,-0.04,-0.03
0.395,0.275,0.03,0.04,-0.05,-0.03
0.4,0.275,0.03,0.04,-0.05,-0.03
0.405,0.275,0.03,0.04,-0.05,-0.03
0.41,0.275,0.03,0.04,-0.05,-0.03
0.415,0.275,0.03,0.04,-0.05,-0.03
0.42,0.275,0.03,0.04,-0.05,-0.03
0.425,0.275,0.03,0.04,-0.05,-0.03
0.43,0.275,0.03,0.04,-0.05,-0.03
0.435,0.275,0.03,0.04,-0.05,-0.03
0.44,0.275,0.03,0.04,-0.05,-0.03
0.445,0.275,0.03,0.04,-0.05,-0.03
0.45,0.275,0.03,0.04,-0.05,-0.03
0.455,0.275,0.03,0.04,-0.05,-0.03
0.46,0.275,0.03,0.04,-0.05,-0.03
0.465,0.275,0.03,0.04,-0.05,-0.03
0.47,0.275,0.03,0.04,-0.05,-0.03
0.475,0.275,0.03,0.04,-0.04,-0.03
0.48,0.275,0.03,0.04,-0.04,-0.03
0.485,0.275,0.03,0.02,-0.04,-0.03
0.49,0.275,0.03,0.01,-0.04,-0.03
0.495,0.275,0.03,-0.01,-0.04,-0.03
0.5,0.275,0.03,-0.03,-0.04,-0.03
0.505,0.275,0.03,-0.04,-0.04,-0.03
0.51,0.275,0.03,-0.03,-0.01,-0.03
0.515,0.275,0.03,-0.04,-0.01,-0.03
0.52,0.275,0.03,-0.03,0.02,-0.03
0.525,0.275,0.03,-0.04,0.02,-0.03
0.53,0.275,0.03,-0.05,0.04,-0.03
0.535,0.275,0.03,-0.05,0.04,-0.03
0.54,0.275,0.03,-0.05,0.04,-0.03
0.545,0.275,0.03,-0.05,0.04,-0.03
0.55,0.275,0.03,-0.05,0.04,-0.03
0.555,0.275,0.03,-0.05,0.04,-0.03
0.285,0.28,0.03,0.04,0.04,-0.03
0.29,0.28,0.03,0.04,0.04,-0.03
0.295,0.28,0.03,0.04,0.04,-0.03
0.3,0.28,0.03,0.04,0.04,-0.03
0.305,0.28,0.03,0.04,0.04,-0.03
0.31,0.28,0.03,0.04,0.04,-0.03
0.315,0.28,0.03,0.04,0.04,-0.03
0.32,0.28,0.03,0.04,0.04,-0.03
0.325,0.28,0.03,0.02,0.04,-0.03
0.33,0.28,0.03,0.01,0.04,-0.03
0.335,0.28,0.03,-0.01,0.04,-0.03
0.355,0.28,0.03,0.04,0.04,-0.03
0.36,0.28,0.03,0.04,0.04,-0.03
0.365,0.28,0.03,0.04,0.01,-0.03
0.37,0.28,0.03,0.04,0.01,-0.03
0.375,0.28,0.03,0.04,-0.03,-0.03
0.38,0.28,0.03,0.04,-0.03,-0.03
0.385,0.28,0.03,0.04,-0.05,-0.03
0.39,0.28,0.03,0.04,-0.05,-0.03
0.395,0.28,0.03,0.04,-0.05,-0.03
0.4,0.28,0.03,0.04,-0.05,-0.03
0.405,0.28,0.03,0.04,-0.05,-0.03
0.41,0.28,0.03,0.04,-0.05,-0.03
0.415,0.28,0.03,0.04,-0.05,-0.03
0.42,0.28,0.03,0.04,-0.05,-0.03
0.425,0.28,0.03,0.04,-0.05,-0.03
0.43,0.28,0.03,0.04,-0.05,-0.03
0.435,0.28,0.03,0.04,-0.05,-0.03
0.44,0.28,0.03,0.04,-0.05,-0.03
0.445,0.28,0.03,0.04,-0.05,-0.03
0.45,0.28,0.03,0.04,-0.05,-0.03
0.455,0.28,0.03,0.04,-0.05,-0.03
0.46,0.28,0.03,0.04,-0.05,-0.03
0.465,0.28,0.03,0.04,-0.05,-0.03
0.47,0.28,0.03,0.04,-0.05,-0.03
0.475,0.28,0.03,0.04,-0.05,-0.03
0.48,0.28,0.03,0.04,-0.05,-0.03
0.485,0.28,0.03,0.04,-0.03,-0.03
0.49,0.28,0.03,0.04,-0.03,-0.03
0.495,0.28,0.03,0.02,-0.03,-0.03
0.5,0.28,0.03,0.01,-0.03,-0.03
0.505,0.28,0.03,-0.01,-0.03,-0.03
0.51,0.28,0.03,-0.03,-0.03,-0.03
0.515,0.28,0.03,-0.04,-0.03,-0.03
0.52,0.28,0.03,-0.03,0.01,-0.03
0.525,0.28,0.03,-0.04,0.01,-0.03
0.53,0.28,0.03,-0.03,0.04,-0.03
0.535,0.28,0.03,-0.04,0.04,-0.03
0.54,0.28,0.03,-0.05,0.04,-0.03
0.545,0.28,0.03,-0.05,0.04,-0.03
0.55,0.28,0.03,-0.05,0.04,-0.03
0.555,0.28,0.03,-0.05,0.04,-0.03
0.285,0.285,0.03,0.04,0.04,-0.03
0.29,0.285,0.03,0.04,0.04,-0.03
0.295,0.285,0.03,0.04,0.04,-0.03
0.3,0.285,0.03,0.04,0.04,-0.03
0.305,0.285,0.03,0.04,0.04,-0.03
0.31,0.285,0.03,0.04,0.04,-0.03
0.315,0.285,0.03,0.04,0.04,-0.03
0.32,0.285,0.03,0.04,0.04,-0.03
0.325,0.285,0.03,0.02,0.04,-0.03
0.33,0.285,0.03,0.01,0.04,-0.03
0.335,0.285,0.03,-0.01,0.04,-0.03
0.355,0.285,0.03,0.04,0.02,-0.03
0.36,0.285,0.03,0.04,0.02,-0.03
0.365,0.285,0.03,0.04,-0.01,-0.03
0.37,0.285,0.03,0.04,-0.01,-0.03
0.375,0.285,0.03,0.04,-0.04,-0.03
0.38,0.285,0.03,0.04,-0.04,-0.03
0.385,0.285,0.03,0.04,-0.05,-0.03
0.39,0.285,0.03,0.04,-0.05,-0.03
0.395,0.285,0.03,0.04,-0.05,-0.03
0.4,0.285,0.03,0.04,-0.05,-0.03
0.405,0.285,0.03,0.04,-0.05,-0.03
0.41,0.285,0.03,0.04,-0.05,-0.03
0.415,0.285,0.03,0.04,-0.05,-0.03
0.42,0.285,0.03,0.04,-0.05,-0.03
0.425,0.285,0.03,0.04,-0.05,-0.03
0.43,0.285,0.03,0.04,-0.05,-0.03
0.435,0.285,0.03,0.04,-0.05,-0.03
0.44,0.285,0.03,0.04,-0.05,-0.03
0.445,0.285,0.03,0.04,-0.05,-0.03
0.45,0.285,0.03,0.04,-0.05,-0.03
0.455,0.285,0.03,0.04,-0.05,-0.03
0.46,0.285,0.03,0.04,-0.05,-0.03
0.465,0.285,0.03,0.04,-0.05,-0.03
0.47,0.285,0.03,0.04,-0.05,-0.03
0.475,0.285,0.03,0.04,-0.05,-0.03
0.48,0.285,0.03,0.04,-0.05,-0.03
0.485,0.285,0.03,0.04,-0.04,-0.03
0.49,0.285,0.03,0.04,-0.04,-0.03
0.495,0.285,0.03,0.02,-0.04,-0.03
0.5,0.285,0.03,0.01,-0.04,-0.03
0.505,0.285,0.03,-0.01,-0.04,-0.03
0.51,0.285,0.03,-0.03,-0.04,-0.03
0.515,0.285,0.03,-0.04,-0.04,-0.03
0.52,0.285,0.03,-0.03,-0.01,-0.03
0.525,0.285,0.03,-0.04,-0.01,-0.03
0.53,0.285,0.03,-0.03,0.02,-0.03
0.535,0.285,0.03,-0.04,0.02,-0.03
0.54,0.285,0.03,-0.05,0.04,-0.03
0.545,0.285,0.03,-0.05,0.04,-0.03
0.55,0.285,0.03,-0.05,0.04,-0.03
0.555,0.285,0.03,-0.05,0.04,-0.03
0.285,0.29,0.03,0.04,0.04,-0.03
0.29,0.29,0.03,0.04,0.04,-0.03
0.295,0.29,0.03,0.04,0.04,-0.03
0.3,0.29,0.03,0.04,0.04,-0.03
0.305,0.29,0.03,0.04,0.04,-0.03
0.31,0.29,0.03,0.04,0.04,-0.03
0.315,0.29,0.03,0.04,0.04,-0.03
0.32,0.29,0.03,0.04,0.04,-0.03
0.325,0.29,0.03,0.02,0.04,-0.03
0.33,0.29,0.03,0.01,0.04,-0.03
0.335,0.29,0.03,-0.01,0.04,-0.03
0.355,0.29,0.03,0.04,0.01,-0.03
0.36,0.29,0.03,0.04,0.01,-0.03
0.365,0.29,0.03,0.04,-0.03,-0.03
0.37,0.29,0.03,0.04,-0.03,-0.03
0.375,0.29,0.03,0.04,-0.05,-0.03
0.38,0.29,0.03,0.04,-0.05,-0.03
0.385,0.29,0.03,0.04,-0.05,-0.03
0.39,0.29,0.03,0.04,-0.05,-0.03
0.395,0.29,0.03,0.04,-0.05,-0.03
0.4,0.29,0.03,0.04,-0.05,-0.03
0.405,0.29,0.03,0.04,-0.05,-0.03
0.41,0.29,0.03,0.04,-0.05,-0.03
0.415,0.29,0.03,0.04,-0.05,-0.03
0.42,0.29,0.03,0.04,-0.05,-0.03
0.425,0.29,0.03,0.04,-0.05,-0.03
0.43,0.29,0.03,0.04,-0.05,-0.03
0.435,0.29,0.03,0.04,-0.05,-0.03
0.44,0.29,0.03,0.04,-0.05,-0.03
0.445,0.29,0.03,0.04,-0.05,-0.03
0.45,0.29,0.03,0.04,-0.05,-0.03
0.455,0.29,0.03,0.04,-0.05,-0.03
0.46,0.29,0.03,0.04,-0.05,-0.03
0.465,0.29,0.03,0.04,-0.05,-0.03
0.47,0.29,0.03,0.04,-0.05,-0.03
0.475,0.29,0.03,0.04,-0.05,-0.03
0.48,0.29,0.03,0.04,-0.05,-0.03
0.485,0.29,0.03,0.04,-0.05,-0.03
0.49,0.29,0.03,0.04,-0.05,-0.03
0.495,0.29,0.03,0.04,-0.03,-0.03
0.5,0.29,0.03,0.04,-0.03,-0.03
0.505,0.29,0.03,0.02,-0.03,-0.03
0.51,0.29,0.03,0.01,-0.03,-0.03
0.515,0.29,0.03,-0.01,-0.03,-0.03
0.52,0.29,0.03,-0.03,-0.03,-0.03
0.525,0.29,0.03,-0.04,-0.03,-0.03
0.53,0.29,0.03,-0.03,0.01,-0.03
0.535,0.29,0.03,-0.04,0.01,-0.03
0.54,0.29,0.03,-0.03,0.04,-0.03
0.545,0.29,0.03,-0.04,0.04,-0.03
0.55,0.29,0.03,-0.05,0.04,-0.03
0.555,0.29,0.03,-0.05,0.04,-0.03
0.285,0.295,0.03,0.04,0.04,-0.03
0.29,0.295,0.03,0.04,0.04,-0.03
0.295,0.295,0.03,0.04,0.04,-0.03
0.3,0.295,0.03,0.04,0.04,-0.03
0.305,0.295,0.03,0.04,0.04,-0.03
0.31,0.295,0.03,0.04,0.04,-0.03
0.315,0.295,0.03,0.04,0.04,-0.03
0.32,0.295,0.03,0.04,0.04,-0.03
0.325,0.295,0.03,0.02,0.04,-0.03
0.33,0.295,0.03,0.01,0.04,-0.03
0.335,0.295,0.03,-0.01,0.04,-0.03
0.355,0.295,0.03,0.04,-0.01,-0.03
0.36,0.295,0.03,0.04,-0.01,-0.03
0.365,0.295,0.03,0.04,-0.04,-0.03
0.37,0.295,0.03,0.04,-0.04,-0.03
0.375,0.295,0.03,0.04,-0.05,-0.03
0.38,0.295,0.03,0.04,-0.05,-0.03
0.385,0.295,0.03,0.04,-0.05,-0.03
0.39,0.295,0.03,0.04,-0.05,-0.03
0.395,0.295,0.03,0.04,-0.05,-0.03
0.4,0.295,0.03,0.04,-0.05,-0.03
0.405,0.295,0.03,0.04,-0.05,-0.03
0.41,0.295,0.03,0.04,-0.05,-0.03
0.415,0.295,0.03,0.04,-0.05,-0.03
0.42,0.295,0.03,0.04,-0.05,-0.03
0.425,0.295,0.03,0.04,-0.05,-0.03
0.43,0.295,0.03,0.04,-0.05,-0.03
0.435,0.295,0.03,0.04,-0.05,-0.03
0.44,0.295,0.03,0.04,-0.05,-0.03
0.445,0.295,0.03,0.04,-0.05,-0.03
0.45,0.295,0.03,0.04,-0.05,-0.03
0.455,0.295,0.03,0.04,-0.05,-0.03
0.46,0.295,0.03,0.04,-0.05,-0.03
0.465,0.295,0.03,0.04,-0.05,-0.03
0.47,0.295,0.03,0.04,-0.05,-0.03
0.475,0.295,0.03,0.04,-0.05,-0.03
0.48,0.295,0.03,0.04,-0.05,-0.03
0.485,0.295,0.03,0.04,-0.05,-0.03
0.49,0.295,0.03,0.04,-0.05,-0.03
0.495,0.295,0.03,0.04,-0.04,-0.03
0.5,0.295,0.03,0.04,-0.04,-0.03
0.505,0.295,0.03,0.02,-0.04,-0.03
0.51,0.295,0.03,0.01,-0.04,-0.03
0.515,0.295,0.03,-0.01,-0.04,-0.03
0.52,0.295,0.03,-0.03,-0.04,-0.03
0.525,0.295,0.03,-0.04,-0.04,-0.03
0.53,0.295,0.03,-0.03,-0.01,-0.03
0.535,0.295,0.03,-0.04,-0.01,-0.03
0.54,0.295,0.03,-0.03,0.02,-0.03
0.545,0.295,0.03,-0.04,0.02,-0.03
0.55,0.295,0.03,-0.05,0.04,-0.03
0.555,0.295,0.03,-0.05,0.04,-0.03
0.285,0.3,0.03,0.04,0.04,-0.03
0.29,0.3,0.03,0.04,0.04,-0.03
0.295,0.3,0.03,0.04,0.04,-0.03
0.3,0.3,0.03,0.04,0.04,-0.03
0.305,0.3,0.03,0.04,0.04,-0.03
0.31,0.3,0.03,0.04,0.04,-0.03
0.315,0.3,0.03,0.04,0.04,-0.03
0.32,0.3,0.03,0.04,0.04,-0.03
0.325,0.3,0.03,0.02,0.04,-0.03
0.33,0.3,0.03,0.01,0.04,-0.03
0.335,0.3,0.03,-0.01,0.04,-0.03
0.355,0.3,0.03,0.04,-0.03,-0.03
0.36,0.3,0.03,0.04,-0.03,-0.03
0.365,0.3,0.03,0.04,-0.05,-0.03
0.37,0.3,0.03,0.04,-0.05,-0.03
0.375,0.3,0.03,0.04,-0.05,-0.03
0.38,0.3,0.03,0.04,-0.05,-0.03
0.385,0.3,0.03,0.04,-0.05,-0.03
0.39,0.3,0.03,0.04,-0.05,-0.03
0.395,0.3,0.03,0.04,-0.05,-0.03
0.4,0.3,0.03,0.04,-0.05,-0.03
0.405,0.3,0.03,0.04,-0.05,-0.03
0.41,0.3,0.03,0.04,-0.05,-0.03
0.415,0.3,0.03,0.04,-0.05,-0.03
0.42,0.3,0.03,0.04,-0.05,-0.03
0.425,0.3,0.03,0.04,-0.05,-0.03
0.43,0.3,0.03,0.04,-0.05,-0.03
0.435,0.3,0.03,0.04,-0.05,-0.03
0.44,0.3,0.03,0.04,-0.05,-0.03
0.445,0.3,0.03,0.04,-0.05,-0.03
0.45,0.3,0.03,0.04,-0.05,-0.03
0.455,0.3,0.03,0.04,-0.05,-0.03
0.46,0.3,0.03,0.04,-0.05,-0.03
0.465,0.3,0.03,0.04,-0.05,-0.03
0.47,0.3,0.03,0.04,-0.05,-0.03
0.475,0.3,0.03,0.04,-0.05,-0.03
0.48,0.3,0.03,0.04,-0.05,-0.03
0.485,0.3,0.03,0.04,-0.05,-0.03
0.49,0.3,0.03,0.04,-0.05,-0.03
0.495,0.3,0.03,0.04,-0.05,-0.03
0.5,0.3,0.03,0.04,-0.05,-0.03
0.505,0.3,0.03,0.04,-0.03,-0.03
0.51,0.3,0.03,0.04,-0.03,-0.03
0.515,0.3,0.03,0.02,-0.03,-0.03
0.52,0.3,0.03,0.01,-0.03,-0.03
0.525,0.3,0.03,-0.01,-0.03,-0.03
0.53,0.3,0.03,-0.03,-0.03,-0.03
0.535,0.3,0.03,-0.04,-0.03,-0.03
0.54,0.3,0.03,-0.03,0.01,-0.03
0.545,0.3,0.03,-0.04,0.01,-0.03
0.55,0.3,0.03,-0.03,0.04,-0.03
0.555,0.3,0.03,-0.04,0.04,-0.03
0.285,0.305,0.03,0.04,0.04,-0.03
0.29,0.305,0.03,0.04,0.04,-0.03
0.295,0.305,0.03,0.04,0.04,-0.03
0.3,0.305,0.03,0.04,0.04,-0.03
0.305,0.305,0.03,0.04,0.04,-0.03
0.31,0.305,0.03,0.04,0.04,-0.03
0.315,0.305,0.03,0.04,0.04,-0.03
0.32,0.305,0.03,0.04,0.04,-0.03
0.325,0.305,0.03,0.02,0.04,-0.03
0.33,0.305,0.03,0.01,0.04,-0.03
0.335,0.305,0.03,-0.01,0.04,-0.03
0.355,0.305,0.03,0.04,-0.04,-0.03
0.36,0.305,0.03,0.04,-0.04,-0.03
0.365,0.305,0.03,0.04,-0.05,-0.03
0.37,0.305,0.03,0.04,-0.05,-0.03
0.375,0.305,0.03,0.04,-0.05,-0.03
0.38,0.305,0.03,0.04,-0.05,-0.03
0.385,0.305,0.03,0.04,-0.05,-0.03
0.39,0.305,0.03,0.04,-0.05,-0.03
0.395,0.305,0.03,0.04,-0.05,-0.03
0.4,0.305,0.03,0.04,-0.05,-0.03
0.405,0.305,0.03,0.04,-0.05,-0.03
0.41,0.305,0.03,0.04,-0.05,-0.03
0.415,0.305,0.03,0.04,-0.05,-0.03
0.42,0.305,0.03,0.04,-0.05,-0.03
0.425,0.305,0.03,0.04,-0.05,-0.03
0.43,0.305,0.03,0.04,-0.05,-0.03
0.435,0.305,0.03,0.04,-0.05,-0.03
0.44,0.305,0.03,0.04,-0.05,-0.03
0.445,0.305,0.03,0.04,-0.05,-0.03
0.45,0.305,0.03,0.04,-0.05,-0.03
0.455,0.305,0.03,0.04,-0.05,-0.03
0.46,0.305,0.03,0.04,-0.05,-0.03
0.465,0.305,0.03,0.04,-0.05,-0.03
0.47,0.305,0.03,0.04,-0.05,-0.03
0.475,0.305,0.03,0.04,-0.05,-0.03
0.48,0.305,0.03,0.04,-0.05,-0.03
0.485,0.305,0.03,0.04,-0.05,-0.03
0.49,0.305,0.03,0.04,-0.05,-0.03
0.495,0.305,0.03,0.04,-0.05,-0.03
0.5,0.305,0.03,0.04,-0.05,-0.03
0.505,0.305,0.03,0.04,-0.04,-0.03
0.51,0.305,0.03,0.04,-0.04,-0.03
0.515,0.305,0.03,0.02,-0.04,-0.03
0.52,0.305,0.03,0.01,-0.04,-0.03
0.525,0.305,0.03,-0.01,-0.04,-0.03
0.53,0.305,0.03,-0.03,-0.04,-0.03
0.535,0.305,0.03,-0.04,-0.04,-0.03
0.54,0.305,0.03,-0.03,-0.01,-0.03
0.545,0.305,0.03,-0.04,-0.01,-0.03
0.55,0.305,0.03,-0.03,0.02,-0.03
0.555,0.305,0.03,-0.04,0.02,-0.03
0.285,0.31,0.03,0.04,0.04,-0.03
0.29,0.31,0.03,0.04,0.04,-0.03
0.295,0.31,0.03,0.04,0.04,-0.03
0.3,0.31,0.03,0.04,0.04,-0.03
0.305,0.31,0.03,0.04,0.04,-0.03
0.31,0.31,0.03,0.04,0.04,-0.03
0.315,0.31,0.03,0.04,0.04,-0.03
0.32,0.31,0.03,0.04,0.04,-0.03
0.325,0.31,0.03,0.02,0.04,-0.03
0.33,0.31,0.03,0.01,0.04,-0.03
0.335,0.31,0.03,-0.01,0.04,-0.03
0.495,0.31,0.03,0.04,-0.05,-0.03
0.5,0.31,0.03,0.04,-0.05,-0.03
0.505,0.31,0.03,0.04,-0.05,-0.03
0.51,0.31,0.03,0.04,-0.05,-0.03
0.515,0.31,0.03,0.04,-0.03,-0.03
0.52,0.31,0.03,0.04,-0.03,-0.03
0.525,0.31,0.03,0.02,-0.03,-0.03
0.53,0.31,0.03,0.01,-0.03,-0.03
0.535,0.31,0.03,-0.01,-0.03,-0.03
0.54,0.31,0.03,-0.03,-0.03,-0.03
0.545,0.31,0.03,-0.04,-0.03,-0.03
0.55,0.31,0.03,-0.03,0.01,-0.03
0.555,0.31,0.03,-0.04,0.01,-0.03
0.285,0.315,0.03,0.04,0.04,-0.03
0.29,0.315,0.03,0.04,0.04,-0.03
