x,y,z,vx,vy,vz
0.285,-0.395,0.02,0.04,0.04,0.01
0.29,-0.395,0.02,0.04,0.04,0.01
0.295,-0.395,0.02,0.04,0.04,0.01
0.3,-0.395,0.02,0.04,0.04,0.01
0.305,-0.395,0.02,0.04,0.04,0.01
0.31,-0.395,0.02,0.04,0.04,0.01
0.315,-0.395,0.02,0.04,0.04,0.01
0.32,-0.395,0.02,0.04,0.04,0.01
0.325,-0.395,0.02,0.04,0.04,0.01
0.33,-0.395,0.02,0.04,0.04,0.01
0.335,-0.395,0.02,0.04,0.04,0.01
0.34,-0.395,0.02,0.04,0.04,0.01
0.345,-0.395,0.02,0.04,0.04,0.01
0.35,-0.395,0.02,0.04,0.04,0.01
0.355,-0.395,0.02,0.04,0.04,0.01
0.36,-0.395,0.02,0.04,0.04,0.01
0.365,-0.395,0.02,0.04,0.04,0.01
0.37,-0.395,0.02,0.04,0.04,0.01
0.375,-0.395,0.02,0.04,0.04,0.01
0.38,-0.395,0.02,0.04,0.04,0.01
0.385,-0.395,0.02,0.04,0.04,0.01
0.39,-0.395,0.02,0.04,0.04,0.01
0.395,-0.395,0.02,0.04,0.04,0.01
0.4,-0.395,0.02,0.04,0.04,0.01
0.405,-0.395,0.02,0.04,0.04,0.01
0.41,-0.395,0.02,0.04,0.04,0.01
0.415,-0.395,0.02,0.04,0.04,0.01
0.42,-0.395,0.02,0.04,0.04,0.01
0.425,-0.395,0.02,0.04,0.04,0.01
0.43,-0.395,0.02,0.04,0.04,0.01
0.435,-0.395,0.02,0.04,0.04,0.01
0.44,-0.395,0.02,0.04,0.04,0.01
0.445,-0.395,0.02,0.04,0.04,0.01
0.45,-0.395,0.02,0.04,0.04,0.01
0.455,-0.395,0.02,0.04,0.01,0.04
0.46,-0.395,0.02,0.02,0.01,0.04
0.465,-0.395,0.02,0.01,0.01,0.04
0.47,-0.395,0.02,-0.01,0.01,0.04
0.475,-0.395,0.02,-0.03,0.01,0.04
0.48,-0.395,0.02,-0.04,0.01,0.04
0.485,-0.395,0.02,-0.05,0.01,0.04
0.49,-0.395,0.02,-0.05,0.01,0.04
0.495,-0.395,0.02,-0.05,0.01,0.04
0.5,-0.395,0.02,-0.05,0.01,0.04
0.505,-0.395,0.02,-0.05,0.01,0.04
0.51,-0.395,0.02,-0.05,0.01,0.04
0.515,-0.395,0.02,-0.05,0.01,0.04
0.52,-0.395,0.02,-0.05,0.01,0.04
0.525,-0.395,0.02,-0.05,0.01,0.04
0.53,-0.395,0.02,-0.05,0.04,0.01
0.535,-0.395,0.02,-0.05,0.04,0.01
0.54,-0.395,0.02,-0.05,0.04,0.01
0.545,-0.395,0.02,-0.05,0.04,0.01
0.55,-0.395,0.02,-0.05,0.04,0.01
0.555,-0.395,0.02,-0.05,0.04,0.01
0.285,-0.39,0.02,0.04,0.04,0.01
0.29,-0.39,0.02,0.04,0.04,0.01
0.295,-0.39,0.02,0.04,0.04,0.01
0.3,-0.39,0.02,0.04,0.04,0.01
0.305,-0.39,0.02,0.04,0.04,0.01
0.31,-0.39,0.02,0.04,0.04,0.01
0.315,-0.39,0.02,0.04,0.04,0.01
0.32,-0.39,0.02,0.04,0.04,0.01
0.325,-0.39,0.02,0.04,0.04,0.01
0.33,-0.39,0.02,0.04,0.04,0.01
0.335,-0.39,0.02,0.04,0.04,0.01
0.34,-0.39,0.02,0.04,0.04,0.01
0.345,-0.39,0.02,0.04,0.04,0.01
0.35,-0.39,0.02,0.04,0.04,0.01
0.355,-0.39,0.02,0.04,0.04,0.01
0.36,-0.39,0.02,0.04,0.04,0.01
0.365,-0.39,0.02,0.04,0.04,0.01
0.37,-0.39,0.02,0.04,0.04,0.01
0.375,-0.39,0.02,0.04,0.04,0.01
0.38,-0.39,0.02,0.04,0.04,0.01
0.385,-0.39,0.02,0.04,0.04,0.01
0.39,-0.39,0.02,0.04,0.04,0.01
0.395,-0.39,0.02,0.04,0.04,0.01
0.4,-0.39,0.02,0.04,0.04,0.01
0.405,-0.39,0.02,0.04,0.04,0.01
0.41,-0.39,0.02,0.04,0.04,0.01
0.415,-0.39,0.02,0.04,0.04,0.01
0.42,-0.39,0.02,0.04,0.04,0.01
0.425,-0.39,0.02,0.04,0.04,0.01
0.43,-0.39,0.02,0.04,0.04,0.01
0.435,-0.39,0.02,0.04,0.04,0.01
0.44,-0.39,0.02,0.04,0.04,0.01
0.445,-0.39,0.02,0.04,0.02,0.01
0.45,-0.39,0.02,0.04,0.02,0.01
0.455,-0.39,0.02,0.04,-0.01,0.04
0.46,-0.39,0.02,0.02,-0.01,0.04
0.465,-0.39,0.02,0.01,-0.01,0.04
0.47,-0.39,0.02,-0.01,-0.01,0.04
0.475,-0.39,0.02,-0.03,-0.01,0.04
0.48,-0.39,0.02,-0.04,-0.01,0.04
0.485,-0.39,0.02,-0.05,-0.01,0.04
0.49,-0.39,0.02,-0.05,-0.01,0.04
0.495,-0.39,0.02,-0.05,-0.01,0.04
0.5,-0.39,0.02,-0.05,-0.01,0.04
0.505,-0.39,0.02,-0.05,-0.01,0.04
0.51,-0.39,0.02,-0.05,-0.01,0.04
0.515,-0.39,0.02,-0.05,-0.01,0.04
0.52,-0.39,0.02,-0.05,-0.01,0.04
0.525,-0.39,0.02,-0.05,-0.01,0.04
0.53,-0.39,0.02,-0.05,0.02,0.01
0.535,-0.39,0.02,-0.05,0.02,0.01
0.54,-0.39,0.02,-0.05,0.04,0.01
0.545,-0.39,0.02,-0.05,0.04,0.01
0.55,-0.39,0.02,-0.05,0.04,0.01
0.555,-0.39,0.02,-0.05,0.04,0.01
0.285,-0.385,0.02,0.04,0.04,0.01
0.29,-0.385,0.02,0.04,0.04,0.01
0.295,-0.385,0.02,0.04,0.04,0.01
0.3,-0.385,0.02,0.04,0.04,0.01
0.305,-0.385,0.02,0.04,0.04,0.01
0.31,-0.385,0.02,0.04,0.04,0.01
0.315,-0.385,0.02,0.04,0.04,0.01
0.32,-0.385,0.02,0.04,0.04,0.01
0.325,-0.385,0.02,0.04,0.04,0.01
0.33,-0.385,0.02,0.04,0.04,0.01
0.335,-0.385,0.02,0.04,0.04,0.01
0.34,-0.385,0.02,0.04,0.04,0.01
0.345,-0.385,0.02,0.04,0.04,0.01
0.35,-0.385,0.02,0.04,0.04,0.01
0.355,-0.385,0.02,0.04,0.04,0.01
0.36,-0.385,0.02,0.04,0.04,0.01
0.365,-0.385,0.02,0.04,0.04,0.01
0.37,-0.385,0.02,0.04,0.04,0.01
0.375,-0.385,0.02,0.04,0.04,0.01
0.38,-0.385,0.02,0.04,0.04,0.01
0.385,-0.385,0.02,0.04,0.04,0.01
0.39,-0.385,0.02,0.04,0.04,0.01
0.395,-0.385,0.02,0.04,0.04,0.01
0.4,-0.385,0.02,0.04,0.04,0.01
0.405,-0.385,0.02,0.04,0.04,0.01
0.41,-0.385,0.02,0.04,0.04,0.01
0.415,-0.385,0.02,0.04,0.04,0.01
0.42,-0.385,0.02,0.04,0.04,0.01
0.425,-0.385,0.02,0.04,0.04,0.01
0.43,-0.385,0.02,0.04,0.04,0.01
0.435,-0.385,0.02,0.04,0.04,0.01
0.44,-0.385,0.02,0.04,0.04,0.01
0.445,-0.385,0.02,0.04,0.01,0.01
0.45,-0.385,0.02,0.04,0.01,0.01
0.455,-0.385,0.02,0.04,-0.03,0.04
0.46,-0.385,0.02,0.02,-0.03,0.04
0.465,-0.385,0.02,0.01,-0.03,0.04
0.47,-0.385,0.02,-0.01,-0.03,0.04
0.475,-0.385,0.02,-0.03,-0.03,0.04
0.48,-0.385,0.02,-0.04,-0.03,0.04
0.485,-0.385,0.02,-0.05,-0.03,0.04
0.49,-0.385,0.02,-0.05,-0.03,0.04
0.495,-0.385,0.02,-0.05,-0.03,0.04
0.5,-0.385,0.02,-0.05,-0.03,0.04
0.505,-0.385,0.02,-0.05,-0.03,0.04
0.51,-0.385,0.02,-0.05,-0.03,0.04
0.515,-0.385,0.02,-0.05,-0.03,0.04
0.52,-0.385,0.02,-0.05,-0.03,0.04
0.525,-0.385,0.02,-0.05,-0.03,0.04
0.53,-0.385,0.02,-0.05,0.01,0.01
0.535,-0.385,0.02,-0.05,0.01,0.01
0.54,-0.385,0.02,-0.05,0.04,0.01
0.545,-0.385,0.02,-0.05,0.04,0.01
0.55,-0.385,0.02,-0.05,0.04,0.01
0.555,-0.385,0.02,-0.05,0.04,0.01
0.285,-0.38,0.02,0.04,0.04,0.01
0.29,-0.38,0.02,0.04,0.04,0.01
0.295,-0.38,0.02,0.04,0.04,0.01
0.3,-0.38,0.02,0.04,0.04,0.01
0.305,-0.38,0.02,0.04,0.04,0.01
0.31,-0.38,0.02,0.04,0.04,0.01
0.315,-0.38,0.02,0.04,0.04,0.01
0.32,-0.38,0.02,0.04,0.04,0.01
0.325,-0.38,0.02,0.04,0.04,0.01
0.33,-0.38,0.02,0.04,0.04,0.01
0.335,-0.38,0.02,0.04,0.04,0.01
0.34,-0.38,0.02,0.04,0.04,0.01
0.345,-0.38,0.02,0.04,0.04,0.01
0.35,-0.38,0.02,0.04,0.04,0.01
0.355,-0.38,0.02,0.04,0.04,0.01
0.36,-0.38,0.02,0.04,0.04,0.01
0.365,-0.38,0.02,0.04,0.04,0.01
0.37,-0.38,0.02,0.04,0.04,0.01
0.375,-0.38,0.02,0.04,0.04,0.01
0.38,-0.38,0.02,0.04,0.04,0.01
0.385,-0.38,0.02,0.04,0.04,0.01
0.39,-0.38,0.02,0.04,0.04,0.01
0.395,-0.38,0.02,0.04,0.04,0.01
0.4,-0.38,0.02,0.04,0.04,0.01
0.405,-0.38,0.02,0.04,0.04,0.01
0.41,-0.38,0.02,0.04,0.04,0.01
0.415,-0.38,0.02,0.04,0.04,0.01
0.42,-0.38,0.02,0.04,0.04,0.01
0.425,-0.38,0.02,0.04,0.04,0.01
0.43,-0.38,0.02,0.04,0.04,0.01
0.435,-0.38,0.02,0.04,0.02,0.01
0.44,-0.38,0.02,0.04,0.02,0.01
0.445,-0.38,0.02,0.04,-0.01,0.01
0.45,-0.38,0.02,0.04,-0.01,0.01
0.455,-0.38,0.02,0.04,-0.04,0.04
0.46,-0.38,0.02,0.02,-0.04,0.04
0.465,-0.38,0.02,0.01,-0.04,0.04
0.47,-0.38,0.02,-0.01,-0.04,0.04
0.475,-0.38,0.02,-0.03,-0.04,0.04
0.48,-0.38,0.02,-0.04,-0.04,0.04
0.485,-0.38,0.02,-0.05,-0.04,0.04
0.49,-0.38,0.02,-0.05,-0.04,0.04
0.495,-0.38,0.02,-0.05,-0.04,0.04
0.5,-0.38,0.02,-0.05,-0.04,0.04
0.505,-0.38,0.02,-0.05,-0.04,0.04
0.51,-0.38,0.02,-0.05,-0.04,0.04
0.515,-0.38,0.02,-0.05,-0.04,0.04
0.52,-0.38,0.02,-0.05,-0.04,0.04
0.525,-0.38,0.02,-0.05,-0.04,0.04
0.53,-0.38,0.02,-0.05,-0.01,0.01
0.535,-0.38,0.02,-0.05,-0.01,0.01
0.54,-0.38,0.02,-0.05,0.02,0.01
0.545,-0.38,0.02,-0.05,0.02,0.01
0.55,-0.38,0.02,-0.05,0.04,0.01
0.555,-0.38,0.02,-0.05,0.04,0.01
0.285,-0.375,0.02,0.04,0.04,0.01
0.29,-0.375,0.02,0.04,0.04,0.01
0.295,-0.375,0.02,0.04,0.04,0.01
0.3,-0.375,0.02,0.04,0.04,0.01
0.305,-0.375,0.02,0.04,0.04,0.01
0.31,-0.375,0.02,0.04,0.04,0.01
0.315,-0.375,0.02,0.04,0.04,0.01
0.32,-0.375,0.02,0.04,0.04,0.01
0.325,-0.375,0.02,0.04,0.04,0.01
0.33,-0.375,0.02,0.04,0.04,0.01
0.335,-0.375,0.02,0.04,0.04,0.01
0.34,-0.375,0.02,0.04,0.04,0.01
0.345,-0.375,0.02,0.04,0.04,0.01
0.35,-0.375,0.02,0.04,0.04,0.01
0.355,-0.375,0.02,0.04,0.04,0.01
0.36,-0.375,0.02,0.04,0.04,0.01
0.365,-0.375,0.02,0.04,0.04,0.01
0.37,-0.375,0.02,0.04,0.04,0.01
0.375,-0.375,0.02,0.04,0.04,0.01
0.38,-0.375,0.02,0.04,0.04,0.01
0.385,-0.375,0.02,0.04,0.04,0.01
0.39,-0.375,0.02,0.04,0.04,0.01
0.395,-0.375,0.02,0.04,0.04,0.01
0.4,-0.375,0.02,0.04,0.04,0.01
0.405,-0.375,0.02,0.04,0.04,0.01
0.41,-0.375,0.02,0.04,0.04,0.01
0.415,-0.375,0.02,0.04,0.04,0.01
0.42,-0.375,0.02,0.04,0.04,0.01
0.425,-0.375,0.02,0.04,0.04,0.01
0.43,-0.375,0.02,0.04,0.04,0.01
0.435,-0.375,0.02,0.04,0.01,0.01
0.44,-0.375,0.02,0.04,0.01,0.01
0.445,-0.375,0.02,0.04,-0.03,0.01
0.45,-0.375,0.02,0.04,-0.03,0.01
0.455,-0.375,0.02,0.04,-0.05,0.04
0.46,-0.375,0.02,0.02,-0.05,0.04
0.465,-0.375,0.02,0.01,-0.05,0.04
0.47,-0.375,0.02,-0.01,-0.05,0.04
0.475,-0.375,0.02,-0.03,-0.05,0.04
0.48,-0.375,0.02,-0.04,-0.05,0.04
0.485,-0.375,0.02,-0.05,-0.05,0.04
0.49,-0.375,0.02,-0.05,-0.05,0.04
0.495,-0.375,0.02,-0.05,-0.05,0.04
0.5,-0.375,0.02,-0.05,-0.05,0.04
0.505,-0.375,0.02,-0.05,-0.05,0.04
0.51,-0.375,0.02,-0.05,-0.05,0.04
0.515,-0.375,0.02,-0.05,-0.05,0.04
0.52,-0.375,0.02,-0.05,-0.05,0.04
0.525,-0.375,0.02,-0.05,-0.05,0.04
0.53,-0.375,0.02,-0.05,-0.03,0.01
0.535,-0.375,0.02,-0.05,-0.03,0.01
0.54,-0.375,0.02,-0.05,0.01,0.01
0.545,-0.375,0.02,-0.05,0.01,0.01
0.55,-0.375,0.02,-0.05,0.04,0.01
0.555,-0.375,0.02,-0.05,0.04,0.01
0.285,-0.37,0.02,0.04,0.04,0.01
0.29,-0.37,0.02,0.04,0.04,0.01
0.295,-0.37,0.02,0.04,0.04,0.01
0.3,-0.37,0.02,0.04,0.04,0.01
0.305,-0.37,0.02,0.04,0.04,0.01
0.31,-0.37,0.02,0.04,0.04,0.01
0.315,-0.37,0.02,0.04,0.04,0.01
0.32,-0.37,0.02,0.04,0.04,0.01
0.325,-0.37,0.02,0.04,0.04,0.01
0.33,-0.37,0.02,0.04,0.04,0.01
0.335,-0.37,0.02,0.04,0.04,0.01
0.34,-0.37,0.02,0.04,0.04,0.01
0.345,-0.37,0.02,0.04,0.04,0.01
0.35,-0.37,0.02,0.04,0.04,0.01
0.355,-0.37,0.02,0.04,0.04,0.01
0.36,-0.37,0.02,0.04,0.04,0.01
0.365,-0.37,0.02,0.04,0.04,0.01
0.37,-0.37,0.02,0.04,0.04,0.01
0.375,-0.37,0.02,0.04,0.04,0.01
0.38,-0.37,0.02,0.04,0.04,0.01
0.385,-0.37,0.02,0.04,0.04,0.01
0.39,-0.37,0.02,0.04,0.04,0.01
0.395,-0.37,0.02,0.04,0.04,0.01
0.4,-0.37,0.02,0.04,0.04,0.01
0.405,-0.37,0.02,0.04,0.04,0.01
0.41,-0.37,0.02,0.04,0.04,0.01
0.415,-0.37,0.02,0.04,0.04,0.01
0.42,-0.37,0.02,0.04,0.04,0.01
0.425,-0.37,0.02,0.04,0.02,0.01
0.43,-0.37,0.02,0.04,0.02,0.01
0.435,-0.37,0.02,0.04,-0.01,0.01
0.44,-0.37,0.02,0.04,-0.01,0.01
0.445,-0.37,0.02,0.04,-0.04,0.01
0.45,-0.37,0.02,0.04,-0.04,0.01
0.455,-0.37,0.02,0.04,-0.05,0.04
0.46,-0.37,0.02,0.02,-0.05,0.04
0.465,-0.37,0.02,0.01,-0.05,0.04
0.47,-0.37,0.02,-0.01,-0.05,0.04
0.475,-0.37,0.02,-0.03,-0.05,0.04
0.48,-0.37,0.02,-0.04,-0.05,0.04
0.485,-0.37,0.02,-0.05,-0.05,0.04
0.49,-0.37,0.02,-0.05,-0.05,0.04
0.495,-0.37,0.02,-0.05,-0.05,0.04
0.5,-0.37,0.02,-0.05,-0.05,0.04
0.505,-0.37,0.02,-0.05,-0.05,0.04
0.51,-0.37,0.02,-0.05,-0.05,0.04
0.515,-0.37,0.02,-0.05,-0.05,0.04
0.52,-0.37,0.02,-0.05,-0.05,0.04
0.525,-0.37,0.02,-0.05,-0.05,0.04
0.53,-0.37,0.02,-0.05,-0.04,0.01
0.535,-0.37,0.02,-0.05,-0.04,0.01
0.54,-0.37,0.02,-0.05,-0.01,0.01
0.545,-0.37,0.02,-0.05,-0.01,0.01
0.55,-0.37,0.02,-0.05,0.02,0.01
0.555,-0.37,0.02,-0.05,0.02,0.01
0.285,-0.365,0.02,0.04,0.04,0.01
0.29,-0.365,0.02,0.04,0.04,0.01
0.295,-0.365,0.02,0.04,0.04,0.01
0.3,-0.365,0.02,0.04,0.04,0.01
0.305,-0.365,0.02,0.04,0.04,0.01
0.31,-0.365,0.02,0.04,0.04,0.01
0.315,-0.365,0.02,0.04,0.04,0.01
0.32,-0.365,0.02,0.04,0.04,0.01
0.325,-0.365,0.02,0.04,0.04,0.01
0.33,-0.365,0.02,0.04,0.04,0.01
0.335,-0.365,0.02,0.04,0.04,0.01
0.34,-0.365,0.02,0.04,0.04,0.01
0.345,-0.365,0.02,0.04,0.04,0.01
0.35,-0.365,0.02,0.04,0.04,0.01
0.355,-0.365,0.02,0.04,0.04,0.01
0.36,-0.365,0.02,0.04,0.04,0.01
0.365,-0.365,0.02,0.04,0.04,0.01
0.37,-0.365,0.02,0.04,0.04,0.01
0.375,-0.365,0.02,0.04,0.04,0.01
0.38,-0.365,0.02,0.04,0.04,0.01
0.385,-0.365,0.02,0.04,0.04,0.01
0.39,-0.365,0.02,0.04,0.04,0.01
0.395,-0.365,0.02,0.04,0.04,0.01
0.4,-0.365,0.02,0.04,0.04,0.01
0.405,-0.365,0.02,0.04,0.04,0.01
0.41,-0.365,0.02,0.04,0.04,0.01
0.415,-0.365,0.02,0.04,0.04,0.01
0.42,-0.365,0.02,0.04,0.04,0.01
0.425,-0.365,0.02,0.04,0.01,0.01
0.43,-0.365,0.02,0.04,0.01,0.01
0.435,-0.365,0.02,0.04,-0.03,0.01
0.44,-0.365,0.02,0.04,-0.03,0.01
0.445,-0.365,0.02,0.04,-0.05,0.01
0.45,-0.365,0.02,0.04,-0.05,0.01
0.455,-0.365,0.02,0.04,-0.05,0.04
0.46,-0.365,0.02,0.02,-0.05,0.04
0.465,-0.365,0.02,0.01,-0.05,0.04
0.47,-0.365,0.02,-0.01,-0.05,0.04
0.475,-0.365,0.02,-0.03,-0.05,0.04
0.48,-0.365,0.02,-0.04,-0.05,0.04
0.485,-0.365,0.02,-0.05,-0.05,0.04
0.49,-0.365,0.02,-0.05,-0.05,0.04
0.495,-0.365,0.02,-0.05,-0.05,0.04
0.5,-0.365,0.02,-0.05,-0.05,0.04
0.505,-0.365,0.02,-0.05,-0.05,0.04
0.51,-0.365,0.02,-0.05,-0.05,0.04
0.515,-0.365,0.02,-0.05,-0.05,0.04
0.52,-0.365,0.02,-0.05,-0.05,0.04
0.525,-0.365,0.02,-0.05,-0.05,0.04
0.53,-0.365,0.02,-0.05,-0.05,0.01
0.535,-0.365,0.02,-0.05,-0.05,0.01
0.54,-0.365,0.02,-0.05,-0.03,0.01
0.545,-0.365,0.02,-0.05,-0.03,0.01
0.55,-0.365,0.02,-0.05,0.01,0.01
0.555,-0.365,0.02,-0.05,0.01,0.01
0.285,-0.36,0.02,0.04,0.04,0.01
0.29,-0.36,0.02,0.04,0.04,0.01
0.295,-0.36,0.02,0.04,0.04,0.01
0.3,-0.36,0.02,0.04,0.04,0.01
0.305,-0.36,0.02,0.04,0.04,0.01
0.31,-0.36,0.02,0.04,0.04,0.01
0.315,-0.36,0.02,0.04,0.04,0.01
0.32,-0.36,0.02,0.04,0.04,0.01
0.325,-0.36,0.02,0.04,0.04,0.01
0.33,-0.36,0.02,0.04,0.04,0.01
0.335,-0.36,0.02,0.04,0.04,0.01
0.34,-0.36,0.02,0.04,0.04,0.01
0.345,-0.36,0.02,0.04,0.04,0.01
0.35,-0.36,0.02,0.04,0.04,0.01
0.355,-0.36,0.02,0.04,0.04,0.01
0.36,-0.36,0.02,0.04,0.04,0.01
0.365,-0.36,0.02,0.04,0.04,0.01
0.37,-0.36,0.02,0.04,0.04,0.01
0.375,-0.36,0.02,0.04,0.04,0.01
0.38,-0.36,0.02,0.04,0.04,0.01
0.385,-0.36,0.02,0.04,0.04,0.01
0.39,-0.36,0.02,0.04,0.04,0.01
0.395,-0.36,0.02,0.04,0.04,0.01
0.4,-0.36,0.02,0.04,0.04,0.01
0.405,-0.36,0.02,0.04,0.04,0.01
0.41,-0.36,0.02,0.04,0.04,0.01
0.415,-0.36,0.02,0.04,0.02,0.01
0.42,-0.36,0.02,0.04,0.02,0.01
0.425,-0.36,0.02,0.04,-0.01,0.01
0.43,-0.36,0.02,0.04,-0.01,0.01
0.435,-0.36,0.02,0.04,-0.04,0.01
0.44,-0.36,0.02,0.04,-0.04,0.01
0.445,-0.36,0.02,0.04,-0.05,0.01
0.45,-0.36,0.02,0.04,-0.05,0.01
0.455,-0.36,0.02,0.04,-0.05,0.04
0.46,-0.36,0.02,0.02,-0.05,0.04
0.465,-0.36,0.02,0.01,-0.05,0.04
0.47,-0.36,0.02,-0.01,-0.05,0.04
0.475,-0.36,0.02,-0.03,-0.05,0.04
0.48,-0.36,0.02,-0.04,-0.05,0.04
0.485,-0.36,0.02,-0.05,-0.05,0.04
0.49,-0.36,0.02,-0.05,-0.05,0.04
0.495,-0.36,0.02,-0.05,-0.05,0.04
0.5,-0.36,0.02,-0.05,-0.05,0.04
0.505,-0.36,0.02,-0.05,-0.05,0.04
0.51,-0.36,0.02,-0.05,-0.05,0.04
0.515,-0.36,0.02,-0.05,-0.05,0.04
0.52,-0.36,0.02,-0.05,-0.05,0.04
0.525,-0.36,0.02,-0.05,-0.05,0.04
0.53,-0.36,0.02,-0.05,-0.05,0.01
0.535,-0.36,0.02,-0.05,-0.05,0.01
0.54,-0.36,0.02,-0.05,-0.04,0.01
0.545,-0.36,0.02,-0.05,-0.04,0.01
0.55,-0.36,0.02,-0.05,-0.01,0.01
0.555,-0.36,0.02,-0.05,-0.01,0.01
0.285,-0.355,0.02,0.04,0.04,0.01
0.29,-0.355,0.02,0.04,0.04,0.01
0.295,-0.355,0.02,0.04,0.04,0.01
0.3,-0.355,0.02,0.04,0.04,0.01
0.305,-0.355,0.02,0.04,0.02,0.01
0.31,-0.355,0.02,0.04,0.02,0.01
0.315,-0.355,0.02,0.04,0.02,0.01
0.32,-0.355,0.02,0.04,0.02,0.01
0.325,-0.355,0.02,0.04,0.02,0.01
0.33,-0.355,0.02,0.04,0.02,0.01
0.335,-0.355,0.02,0.04,0.02,0.01
0.34,-0.355,0.02,0.04,0.02,0.01
0.345,-0.355,0.02,0.04,0.02,0.01
0.35,-0.355,0.02,0.04,0.02,0.01
0.355,-0.355,0.02,0.04,0.02,0.01
0.36,-0.355,0.02,0.04,0.02,0.01
0.365,-0.355,0.02,0.04,0.02,0.01
0.37,-0.355,0.02,0.04,0.02,0.01
0.375,-0.355,0.02,0.04,0.02,0.01
0.38,-0.355,0.02,0.04,0.02,0.01
0.385,-0.355,0.02,0.04,0.02,0.01
0.39,-0.355,0.02,0.04,0.02,0.01
0.395,-0.355,0.02,0.04,0.02,0.01
0.4,-0.355,0.02,0.04,0.02,0.01
0.405,-0.355,0.02,0.04,0.02,0.01
0.41,-0.355,0.02,0.04,0.02,0.01
0.415,-0.355,0.02,0.04,0.01,0.01
0.42,-0.355,0.02,0.04,0.01,0.01
0.425,-0.355,0.02,0.04,-0.03,0.01
0.43,-0.355,0.02,0.04,-0.03,0.01
0.435,-0.355,0.02,0.04,-0.05,0.01
0.44,-0.355,0.02,0.04,-0.05,0.01
0.445,-0.355,0.02,0.04,-0.05,0.01
0.45,-0.355,0.02,0.04,-0.05,0.01
0.455,-0.355,0.02,0.04,-0.05,0.04
0.46,-0.355,0.02,0.02,-0.05,0.04
0.465,-0.355,0.02,0.01,-0.05,0.04
0.47,-0.355,0.02,-0.01,-0.05,0.04
0.475,-0.355,0.02,-0.03,-0.05,0.04
0.48,-0.355,0.02,-0.04,-0.05,0.04
0.485,-0.355,0.02,-0.05,-0.05,0.04
0.49,-0.355,0.02,-0.05,-0.05,0.04
0.495,-0.355,0.02,-0.05,-0.05,0.04
0.5,-0.355,0.02,-0.05,-0.05,0.04
0.505,-0.355,0.02,-0.05,-0.05,0.04
0.51,-0.355,0.02,-0.05,-0.05,0.04
0.515,-0.355,0.02,-0.05,-0.05,0.04
0.52,-0.355,0.02,-0.05,-0.05,0.04
0.525,-0.355,0.02,-0.05,-0.05,0.04
0.53,-0.355,0.02,-0.05,-0.05,0.01
0.535,-0.355,0.02,-0.05,-0.05,0.01
0.54,-0.355,0.02,-0.05,-0.05,0.01
0.545,-0.355,0.02,-0.05,-0.05,0.01
0.55,-0.355,0.02,-0.05,-0.03,0.01
0.555,-0.355,0.02,-0.05,-0.03,0.01
0.285,-0.35,0.02,0.04,0.04,0.01
0.29,-0.35,0.02,0.04,0.04,0.01
0.295,-0.35,0.02,0.04,0.04,0.01
0.3,-0.35,0.02,0.04,0.04,0.01
0.305,-0.35,0.02,0.04,0.01,0.01
0.31,-0.35,0.02,0.04,0.01,0.01
0.315,-0.35,0.02,0.04,0.01,0.01
0.32,-0.35,0.02,0.04,0.01,0.01
0.325,-0.35,0.02,0.04,0.01,0.01
0.33,-0.35,0.02,0.04,0.01,0.01
0.335,-0.35,0.02,0.04,0.01,0.01
0.34,-0.35,0.02,0.04,0.01,0.01
0.345,-0.35,0.02,0.04,0.01,0.01
0.35,-0.35,0.02,0.04,0.01,0.01
0.355,-0.35,0.02,0.04,0.01,0.01
0.36,-0.35,0.02,0.04,0.01,0.01
0.365,-0.35,0.02,0.04,0.01,0.01
0.37,-0.35,0.02,0.04,0.01,0.01
0.375,-0.35,0.02,0.04,0.01,0.01
0.38,-0.35,0.02,0.04,0.01,0.01
0.385,-0.35,0.02,0.04,0.01,0.01
0.39,-0.35,0.02,0.04,0.01,0.01
0.395,-0.35,0.02,0.04,0.01,0.01
0.4,-0.35,0.02,0.04,0.01,0.01
0.405,-0.35,0.02,0.04,0.01,0.01
0.41,-0.35,0.02,0.04,0.01,0.01
0.415,-0.35,0.02,0.04,-0.01,0.01
0.42,-0.35,0.02,0.04,-0.01,0.01
0.425,-0.35,0.02,0.04,-0.04,0.01
0.43,-0.35,0.02,0.04,-0.04,0.01
0.435,-0.35,0.02,0.04,-0.05,0.01
0.44,-0.35,0.02,0.04,-0.05,0.01
0.445,-0.35,0.02,0.04,-0.05,0.01
0.45,-0.35,0.02,0.04,-0.05,0.01
0.455,-0.35,0.02,0.04,-0.05,0.04
0.46,-0.35,0.02,0.02,-0.05,0.04
0.465,-0.35,0.02,0.01,-0.05,0.04
0.47,-0.35,0.02,-0.01,-0.05,0.04
0.475,-0.35,0.02,-0.03,-0.05,0.04
0.48,-0.35,0.02,-0.04,-0.05,0.04
0.485,-0.35,0.02,-0.05,-0.05,0.04
0.49,-0.35,0.02,-0.05,-0.05,0.04
0.495,-0.35,0.02,-0.05,-0.05,0.04
0.5,-0.35,0.02,-0.05,-0.05,0.04
0.505,-0.35,0.02,-0.05,-0.05,0.04
0.51,-0.35,0.02,-0.05,-0.05,0.04
0.515,-0.35,0.02,-0.05,-0.05,0.04
0.52,-0.35,0.02,-0.05,-0.05,0.04
0.525,-0.35,0.02,-0.05,-0.05,0.04
