x,y,z
0.3,0,0.48
0.38,0.08,0.56
0.46,0.16,0.64
0.48,0.24,0.66
0.46,0.32,0.58
0.48,0.4,0.54
0.46,0.48,0.46
0.48,0.56,0.42
0.46,0.58,0.34
0.48,0.56,0.3
0.46,0.58,0.22
0.48,0.56,0.18
0.44,0.58,0.1
0.34,0.54,0.06
