x,y,z
0.34,-0.58,0.06
0.42,-0.5,0.14
0.46,-0.42,0.22
0.48,-0.4,0.3
0.46,-0.38,0.38
0.48,-0.4,0.46
0.46,-0.32,0.54
0.48,-0.24,0.62
0.46,-0.16,0.64
0.44,-0.08,0.6
0.4,0,0.52
0.32,-0.04,0.48
