x,y,z,g
0.41159932,0.10787313,0.59028043,0
0.41242543,0.10862743,0.59108112,0
0.41324922,0.10938172,0.59188032,0
0.41407062,0.11013602,0.59267797,0
0.41488959,0.11089033,0.59347405,0
0.41570605,0.11164464,0.59426851,0
0.41651994,0.11239895,0.59506132,0
0.41733121,0.11315326,0.59585242,0
0.41813979,0.11390758,0.5966418,0
0.41894562,0.1146619,0.5974294,0
0.41974864,0.11541623,0.59821518,0
0.42054879,0.11617056,0.59899911,0
0.42134601,0.11692489,0.59978115,0
0.42214023,0.11767923,0.60056126,0
0.4229314,0.11843358,0.60133939,0
0.42371945,0.11918792,0.60211552,0
0.42450433,0.11994227,0.60288959,0
0.42528597,0.12069663,0.60366157,0
0.4260643,0.12145099,0.60443142,0
0.42683928,0.12220536,0.6051991,0
0.42761084,0.12295973,0.60596458,0
0.42837891,0.1237141,0.6067278,0
0.42914344,0.12446848,0.60748874,0
0.42990437,0.12522286,0.60824735,0
0.43066163,0.12597725,0.60900359,0
0.43141516,0.12673165,0.60975743,0
0.4321649,0.12748605,0.61050882,0
0.43291079,0.12824045,0.61125773,0
0.43365278,0.12899486,0.61200411,0
0.43439079,0.12974928,0.61274792,0
0.43512476,0.1305037,0.61348914,0
0.43585465,0.13125813,0.61422771,0
0.43658038,0.13201256,0.6149636,0
0.43730189,0.132767,0.61569676,0
0.43801912,0.13352145,0.61642717,0
0.43873201,0.1342759,0.61715477,0
0.43944051,0.13503035,0.61787953,0
0.44014454,0.13578482,0.61860142,0
0.44084405,0.13653929,0.61932038,0
0.44153898,0.13729376,0.62003639,0
0.44222927,0.13804824,0.62074939,0
0.44291484,0.13880273,0.62145936,0
0.44359565,0.13955723,0.62216625,0
0.44427164,0.14031173,0.62287003,0
0.44494273,0.14106624,0.62357065,0
0.44560887,0.14182075,0.62426807,0
0.44627001,0.14257527,0.62496226,0
0.44692607,0.1433298,0.62565317,0
0.44757699,0.14408434,0.62634077,0
0.44822272,0.14483888,0.62702501,0
0.4488632,0.14559343,0.62770586,0
0.44949835,0.14634799,0.62838328,0
0.45012813,0.14710256,0.62905723,0
0.45075247,0.14785713,0.62972767,0
0.45137131,0.14861171,0.63039455,0
0.45198459,0.1493663,0.63105784,0
0.45259224,0.1501209,0.63171751,0
0.45319421,0.1508755,0.6323735,0
0.45379044,0.15163011,0.63302579,0
0.45438085,0.15238473,0.63367433,0
0.4549654,0.15313936,0.63431908,0
0.45554403,0.153894,0.63496,0
0.45611666,0.15464864,0.63559705,0
0.45668324,0.15540329,0.6362302,0
0.45724371,0.15615795,0.63685941,0
0.457798,0.15691262,0.63748462,0
0.45834607,0.1576673,0.63810582,0
0.45888783,0.15842199,0.63872295,0
0.45942324,0.15917669,0.63933597,0
0.45995223,0.15993139,0.63994485,0
0.46047475,0.1606861,0.64054955,0
0.46099079,0.16144083,0.64114996,0
0.46150035,0.16219556,0.64174598,0
0.46200344,0.16295029,0.64233751,0
0.46250006,0.16370504,0.64292445,0
0.46299021,0.16445979,0.6435067,0
0.4634739,0.16521455,0.64408413,0
0.46395114,0.16596931,0.64465666,0
0.46442192,0.16672409,0.64522418,0
0.46488625,0.16747886,0.64578658,0
0.46534413,0.16823364,0.64634375,0
0.46579557,0.16898843,0.6468956,0
0.46624057,0.16974321,0.64744202,0
0.46667914,0.17049801,0.64798291,0
0.46711128,0.1712528,0.64851815,0
0.46753699,0.1720076,0.64904766,0
0.46795627,0.1727624,0.64957131,0
0.46836914,0.1735172,0.65008901,0
0.4687756,0.174272,0.65060065,0
0.46917564,0.17502681,0.65110613,0
0.46956927,0.17578161,0.65160534,0
0.4699565,0.17653642,0.65209818,0
0.47033733,0.17729122,0.65258455,0
0.47071177,0.17804603,0.65306434,0
0.47107981,0.17880083,0.65353744,0
0.47144146,0.17955563,0.65400375,0
0.47179673,0.18031043,0.65446317,0
0.47214562,0.18106523,0.65491559,0
0.47248814,0.18182002,0.65536091,0
0.47282428,0.18257481,0.65579902,0
0.47315405,0.1833296,0.65622982,0
0.47347745,0.18408438,0.6566532,0
0.4737945,0.18483916,0.65706906,0
0.47410519,0.18559393,0.6574773,0
0.47440952,0.1863487,0.65787781,0
0.47470751,0.18710346,0.65827048,0
0.47499915,0.18785822,0.65865522,0
0.47528445,0.18861297,0.65903191,0
0.47556341,0.18936771,0.65940046,0
0.47583604,0.19012245,0.65976075,0
0.47610233,0.19087717,0.66011269,0
0.4763623,0.19163189,0.66045616,0
0.47661595,0.1923866,0.66079107,0
0.47686328,0.1931413,0.66111731,0
0.4771043,0.19389599,0.66143477,0
0.477339,0.19465067,0.66174336,0
0.4775674,0.19540535,0.66204296,0
0.47778949,0.19616001,0.66233348,0
0.47800529,0.19691465,0.6626148,0
0.47821479,0.19766929,0.66288682,0
0.478418,0.19842392,0.66314945,0
0.47861492,0.19917853,0.66340256,0
0.47880556,0.19993313,0.66364607,0
0.47898992,0.20068771,0.66387986,0
0.479168,0.20144229,0.66410384,0
0.47933981,0.20219684,0.66431788,0
0.47950535,0.20295139,0.6645219,0
0.47966463,0.20370592,0.66471579,0
0.47981765,0.20446043,0.66489944,0
0.47996441,0.20521493,0.66507275,0
0.48010492,0.20596941,0.66523561,0
0.48023918,0.20672387,0.66538792,0
0.48036719,0.20747832,0.66552957,0
0.48048897,0.20823275,0.66566047,0
0.4806045,0.20898716,0.66578049,0
0.48071381,0.20974155,0.66588956,0
0.48081688,0.21049592,0.66598754,0
0.48091373,0.21125028,0.66607435,0
0.48100436,0.21200461,0.66614988,0
0.48108877,0.21275893,0.66621402,0
0.48116696,0.21351322,0.66626667,0
0.48123895,0.21426749,0.66630772,0
0.48130473,0.21502174,0.66633707,0
0.4813643,0.21577597,0.66635462,0
0.48141768,0.21653018,0.66636026,0
0.48146486,0.21728437,0.66635388,0
0.48150586,0.21803853,0.66633539,0
0.48154066,0.21879267,0.66630467,0
0.48156929,0.21954678,0.66626163,0
0.48159173,0.22030087,0.66620615,0
0.481608,0.22105494,0.66613814,0
0.4816181,0.22180898,0.66605748,0
0.48162203,0.22256299,0.66596408,0
0.4816198,0.22331698,0.66585783,0
0.48161141,0.22407094,0.66573863,0
0.48159686,0.22482488,0.66560637,0
0.48157616,0.22557878,0.66546094,0
0.48154931,0.22633266,0.66530225,0
0.48151632,0.22708652,0.66513018,0
0.48147718,0.22784034,0.66494464,0
0.48143191,0.22859413,0.66474551,0
0.48138051,0.2293479,0.6645327,0
0.48132298,0.23010163,0.6643061,0
0.48125933,0.23085534,0.66406561,0
0.48118955,0.23160901,0.66381111,0
0.48111366,0.23236265,0.66354251,0
0.48103165,0.23311627,0.6632597,0
0.48094353,0.23386984,0.66296258,0
0.48084931,0.23462339,0.66265105,0
0.48074899,0.23537691,0.66232499,0
0.48064257,0.23613039,0.6619843,0
0.48053005,0.23688383,0.66162889,0
0.48041145,0.23763725,0.66125863,0
0.48028676,0.23839063,0.66087344,0
0.48015598,0.23914397,0.66047321,0
0.48001913,0.23989728,0.66005782,0
0.47987622,0.24065055,0.65962722,0
0.47972736,0.24140379,0.65918158,0
0.4795727,0.242157,0.65872114,0
0.47941239,0.24291017,0.65824617,0
0.47924657,0.24366332,0.65775693,0
0.47907538,0.24441643,0.65725366,0
0.47889898,0.24516952,0.65673662,0
0.47871751,0.24592259,0.65620608,0
0.47853111,0.24667563,0.65566229,0
0.47833994,0.24742865,0.65510549,0
0.47814413,0.24818165,0.65453596,0
0.47794384,0.24893464,0.65395395,0
0.47773922,0.2496876,0.6533597,0
0.4775304,0.25044055,0.65275348,0
0.47731753,0.25119349,0.65213555,0
0.47710077,0.25194641,0.65150616,0
0.47688025,0.25269933,0.65086557,0
0.47665612,0.25345224,0.65021403,0
0.47642854,0.25420513,0.64955179,0
0.47619764,0.25495803,0.64887913,0
0.47596357,0.25571092,0.64819628,0
0.47572648,0.2564638,0.64750352,0
0.47548651,0.25721669,0.64680108,0
0.47524381,0.25796958,0.64608924,0
0.47499854,0.25872247,0.64536825,0
0.47475082,0.25947536,0.64463835,0
0.47450081,0.26022826,0.64389982,0
0.47424866,0.26098117,0.6431529,0
0.47399451,0.26173408,0.64239785,0
0.47373851,0.26248701,0.64163493,0
0.47348081,0.26323994,0.6408644,0
0.47322154,0.2639929,0.6400865,0
0.47296087,0.26474586,0.6393015,0
0.47269892,0.26549885,0.63850965,0
0.47243586,0.26625185,0.63771122,0
0.47217182,0.26700487,0.63690644,0
0.47190695,0.26775792,0.63609559,0
0.47164141,0.26851098,0.63527891,0
0.47137532,0.26926408,0.63445667,0
0.47110885,0.2700172,0.63362912,0
0.47084214,0.27077034,0.63279652,0
0.47057533,0.27152352,0.63195911,0
0.47030857,0.27227673,0.63111717,0
0.47004201,0.27302997,0.63027093,0
0.46977579,0.27378325,0.62942067,0
0.46951005,0.27453656,0.62856664,0
0.46924496,0.27528991,0.62770909,0
0.46898064,0.2760433,0.62684828,0
0.46871725,0.27679673,0.62598447,0
0.46845494,0.2775502,0.6251179,0
0.46819385,0.27830371,0.62424885,0
0.46793412,0.27905728,0.62337756,0
0.46767591,0.27981089,0.62250429,0
0.46741935,0.28056455,0.62162929,0
0.4671646,0.28131826,0.62075283,0
0.46691181,0.28207202,0.61987516,0
0.46666111,0.28282583,0.61899653,0
0.46641265,0.2835797,0.61811721,0
0.46616659,0.28433363,0.61723744,0
0.46592306,0.28508762,0.61635749,0
0.46568222,0.28584166,0.6154776,0
0.4654442,0.28659577,0.61459805,0
0.46520916,0.28734994,0.61371907,0
0.46497724,0.28810418,0.61284094,0
0.4647486,0.28885848,0.6119639,0
0.46452336,0.28961286,0.61108821,0
0.46430169,0.2903673,0.61021413,0
0.46408372,0.29112181,0.60934191,0
0.46386961,0.2918764,0.60847181,0
0.4636595,0.29263106,0.60760409,0
0.46345353,0.2933858,0.606739,0
0.46325185,0.29414061,0.6058768,0
0.46305462,0.2948955,0.60501774,0
0.46286197,0.29565048,0.60416208,0
0.46267405,0.29640554,0.60331008,0
0.462491,0.29716068,0.602462,0
0.46231299,0.29791591,0.60161808,0
0.46214014,0.29867122,0.60077859,0
0.4619726,0.29942663,0.59994378,0
0.46181053,0.30018212,0.59911391,0
0.46165407,0.30093771,0.59828924,0
0.46150337,0.30169339,0.59747001,0
0.46135856,0.30244917,0.59665649,0
0.4612198,0.30320504,0.59584894,0
0.46108724,0.30396102,0.5950476,0
0.46096102,0.30471709,0.59425274,0
0.46084128,0.30547327,0.59346461,0
0.46072818,0.30622954,0.59268347,0
0.46062186,0.30698593,0.59190957,0
0.46052246,0.30774242,0.59114318,0
0.46043013,0.30849902,0.59038453,0
0.46034502,0.30925573,0.58963391,0
0.46026728,0.31001255,0.58889155,0
0.46019704,0.31076948,0.58815771,0
0.46013446,0.31152653,0.58743266,0
0.46007969,0.31228369,0.58671665,0
0.46003286,0.31304098,0.58600992,0
0.45999414,0.31379838,0.58531275,0
0.45996365,0.3145559,0.58462539,0
0.45994155,0.31531355,0.58394808,0
0.45992799,0.31607132,0.5832811,0
0.4599231,0.31682921,0.58262469,0
0.45992705,0.31758724,0.58197911,0
0.45993996,0.31834539,0.58134462,0
0.459962,0.31910368,0.58072147,0
0.4599933,0.31986209,0.58010992,0
0.46003399,0.32062064,0.57951019,0
0.46008396,0.32137932,0.57892218,0
0.46014303,0.32213812,0.57834568,0
0.46021101,0.32289704,0.57778047,0
0.46028772,0.32365607,0.57722634,0
0.46037297,0.32441521,0.57668307,0
0.46046657,0.32517445,0.57615045,0
0.46056835,0.32593378,0.57562826,0
0.4606781,0.32669319,0.57511628,0
0.46079564,0.32745269,0.5746143,0
0.4609208,0.32821227,0.57412211,0
0.46105337,0.32897191,0.57363948,0
0.46119318,0.32973161,0.57316619,0
0.46134004,0.33049138,0.57270205,0
0.46149376,0.33125119,0.57224682,0
0.46165415,0.33201106,0.57180029,0
0.46182104,0.33277096,0.57136225,0
0.46199422,0.33353089,0.57093248,0
0.46217352,0.33429085,0.57051076,0
0.46235875,0.33505083,0.57009688,0
0.46254972,0.33581083,0.56969062,0
0.46274625,0.33657084,0.56929177,0
0.46294815,0.33733085,0.56890011,0
0.46315523,0.33809086,0.56851543,0
0.46336731,0.33885086,0.5681375,0
0.46358419,0.33961085,0.56776612,0
0.4638057,0.34037081,0.56740106,0
0.46403165,0.34113075,0.56704211,0
0.46426185,0.34189066,0.56668906,0
0.46449611,0.34265053,0.56634168,0
0.46473425,0.34341035,0.56599977,0
0.46497608,0.34417013,0.5656631,0
0.46522142,0.34492984,0.56533147,0
0.46547007,0.3456895,0.56500464,0
0.46572185,0.34644908,0.56468242,0
0.46597658,0.34720859,0.56436458,0
0.46623407,0.34796803,0.56405091,0
0.46649413,0.34872737,0.56374119,0
0.46675657,0.34948662,0.5634352,0
0.46702121,0.35024578,0.56313273,0
0.46728787,0.35100483,0.56283356,0
0.46755635,0.35176377,0.56253748,0
0.46782647,0.35252259,0.56224428,0
0.46809804,0.35328129,0.56195372,0
0.46837088,0.35403986,0.56166561,0
0.4686448,0.3547983,0.56137971,0
0.46891962,0.3555566,0.56109583,0
0.46919514,0.35631475,0.56081374,0
0.46947117,0.35707275,0.56053322,0
0.46974755,0.35783059,0.56025406,0
0.47002407,0.35858826,0.55997604,0
0.47030055,0.35934577,0.55969895,0
0.4705768,0.3601031,0.55942257,0
0.47085265,0.36086025,0.55914669,0
0.47112789,0.36161721,0.55887108,0
0.47140235,0.36237397,0.55859554,0
0.47167584,0.36313054,0.55831985,0
0.47194816,0.36388689,0.55804378,0
0.47221915,0.36464304,0.55776713,0
0.4724886,0.36539897,0.55748969,0
0.47275633,0.36615467,0.55721122,0
0.47302216,0.36691014,0.55693152,0
0.4732859,0.36766538,0.55665038,0
0.47354736,0.36842038,0.55636757,0
0.47380636,0.36917512,0.55608287,0
0.47406271,0.36992961,0.55579609,0
0.47431622,0.37068385,0.55550698,0
0.4745667,0.37143781,0.55521536,0
0.47481398,0.37219151,0.55492098,0
0.47505786,0.37294492,0.55462365,0
0.47529815,0.37369805,0.55432314,0
0.47553468,0.37445089,0.55401923,0
0.47576725,0.37520344,0.55371172,0
0.47599568,0.37595568,0.55340039,0
0.47621978,0.37670761,0.55308501,0
0.47643936,0.37745924,0.55276538,0
0.47665425,0.37821054,0.55244127,0
0.47686424,0.37896151,0.55211248,0
0.47706916,0.37971215,0.55177878,0
0.47726881,0.38046245,0.55143997,0
0.47746302,0.38121241,0.55109581,0
0.47765159,0.38196202,0.55074611,0
0.47783435,0.38271128,0.55039063,0
0.47801109,0.38346017,0.55002918,0
0.47818164,0.38420869,0.54966152,0
0.47834581,0.38495684,0.54928745,0
0.47850341,0.38570461,0.54890674,0
0.47865426,0.38645199,0.54851919,0
0.47879817,0.38719898,0.54812457,0
0.47893495,0.38794557,0.54772267,0
0.47906442,0.38869176,0.54731328,0
0.47918639,0.38943754,0.54689617,0
0.47930067,0.3901829,0.54647114,0
0.47940708,0.39092784,0.54603796,0
0.47950543,0.39167235,0.54559642,0
0.47959553,0.39241643,0.54514631,0
0.47967721,0.39316007,0.54468741,0
0.47975026,0.39390326,0.5442195,0
0.47981451,0.394646,0.54374236,0
0.47986976,0.39538828,0.54325579,0
0.47991584,0.3961301,0.54275956,0
0.47995255,0.39687145,0.54225345,0
0.47997971,0.39761232,0.54173726,0
0.47999714,0.39835271,0.54121077,0
0.48000464,0.39909261,0.54067376,0
0.48000202,0.39983202,0.54012601,0
0.47998914,0.40057093,0.53956734,0
0.47996608,0.40130936,0.53899783,0
0.47993302,0.40204732,0.53841769,0
0.47989017,0.40278485,0.53782711,0
0.47983772,0.40352196,0.53722631,0
0.47977588,0.40425867,0.53661548,0
0.47970483,0.40499501,0.53599484,0
0.47962479,0.405731,0.53536459,0
0.47953593,0.40646667,0.53472493,0
0.47943847,0.40720203,0.53407607,0
0.47933259,0.4079371,0.53341822,0
0.4792185,0.40867192,0.53275158,0
0.47909639,0.4094065,0.53207635,0
0.47896646,0.41014086,0.53139274,0
0.47882891,0.41087503,0.53070096,0
0.47868393,0.41160903,0.5300012,0
0.47853172,0.41234288,0.52929369,0
0.47837248,0.4130766,0.52857861,0
0.47820641,0.41381022,0.52785618,0
0.4780337,0.41454376,0.5271266,0
0.47785456,0.41527724,0.52639008,0
0.47766917,0.41601068,0.52564682,0
0.47747773,0.41674411,0.52489703,0
0.47728045,0.41747755,0.52414091,0
0.47707751,0.41821101,0.52337866,0
0.47686913,0.41894453,0.5226105,0
0.47665549,0.41967813,0.52183663,0
0.47643679,0.42041182,0.52105725,0
0.47621322,0.42114564,0.52027256,0
0.475985,0.42187959,0.51948278,0
0.47575231,0.42261371,0.51868811,0
0.47551534,0.42334802,0.51788875,0
0.47527431,0.42408254,0.51708491,0
0.4750294,0.42481728,0.5162768,0
0.47478081,0.42555229,0.51546461,0
0.47452874,0.42628757,0.51464856,0
0.47427339,0.42702315,0.51382884,0
0.47401495,0.42775904,0.51300567,0
0.47375363,0.42849529,0.51217925,0
0.47348961,0.4292319,0.51134979,0
0.4732231,0.4299689,0.51051749,0
0.47295429,0.4307063,0.50968255,0
0.47268338,0.43144415,0.50884518,0
0.47241057,0.43218244,0.50800559,0
0.47213606,0.43292122,0.50716398,0
0.47186003,0.4336605,0.50632055,0
0.4715827,0.43440029,0.50547552,0
0.47130425,0.43514064,0.50462908,0
0.47102489,0.43588155,0.50378144,0
0.47074481,0.43662305,0.50293281,0
0.4704642,0.43736516,0.50208339,0
0.47018327,0.43810791,0.50123339,0
0.46990222,0.43885131,0.50038301,0
0.46962123,0.4395954,0.49953246,0
0.46934052,0.44034018,0.49868195,0
0.46906026,0.44108569,0.49783167,0
0.46878067,0.44183195,0.49698183,0
0.46850194,0.44257897,0.49613264,0
0.46822427,0.44332679,0.4952843,0
0.46794785,0.44407542,0.49443703,0
0.46767288,0.44482488,0.49359101,0
0.46739955,0.4455752,0.49274647,0
0.46712808,0.44632641,0.4919036,0
0.46685864,0.44707851,0.49106261,0
0.46659145,0.44783155,0.4902237,0
0.4663267,0.44858553,0.48938709,0
0.46606457,0.44934048,0.48855296,0
0.46580528,0.45009642,0.48772154,0
0.46554902,0.45085338,0.48689303,0
0.46529599,0.45161137,0.48606762,0
0.46504638,0.45237043,0.48524553,0
0.46480039,0.45313056,0.48442696,0
0.46455822,0.4538918,0.48361212,0
0.46432007,0.45465417,0.4828012,0
0.46408612,0.45541769,0.48199443,0
0.46385659,0.45618237,0.48119199,0
0.46363167,0.45694826,0.4803941,0
0.46341154,0.45771535,0.47960097,0
0.46319643,0.45848369,0.47881279,0
0.46298651,0.45925329,0.47802977,0
0.46278198,0.46002417,0.47725212,0
0.46258305,0.46079635,0.47648005,0
0.46238991,0.46156987,0.47571375,0
0.46220276,0.46234473,0.47495343,0
0.4620218,0.46312097,0.4741993,0
0.46184721,0.4638986,0.47345157,0
0.46167921,0.46467766,0.47271043,0
0.46151798,0.46545815,0.4719761,0
0.46136373,0.4662401,0.47124878,0
0.46121665,0.46702354,0.47052867,0
0.46107694,0.46780848,0.46981598,0
0.46094479,0.46859495,0.46911091,0
0.46082041,0.46938298,0.46841367,0
0.46070399,0.47017258,0.46772447,0
0.46059573,0.47096378,0.46704351,0
0.46049582,0.47175659,0.46637099,0
0.46040447,0.47255105,0.46570713,0
0.46032186,0.47334717,0.46505212,0
0.4602482,0.47414497,0.46440617,0
0.46018369,0.47494449,0.46376948,0
0.46012852,0.47574573,0.46314227,0
0.46008288,0.47654873,0.46252474,0
0.46004699,0.47735351,0.46191708,0
0.46002102,0.47816008,0.46131951,0
0.46000519,0.47896847,0.46073223,0
0.45999968,0.4797787,0.46015545,0
0.46000468,0.4805908,0.45958935,0
0.4600201,0.4814047,0.45903386,0
0.46004576,0.48222033,0.45848877,0
0.46008146,0.4830376,0.45795389,0
0.46012698,0.48385644,0.45742902,0
0.46018214,0.48467675,0.45691395,0
0.46024673,0.48549845,0.45640847,0
0.46032056,0.48632146,0.4559124,0
0.46040342,0.4871457,0.45542552,0
0.46049511,0.48797108,0.45494763,0
0.46059544,0.48879752,0.45447853,0
0.4607042,0.48962493,0.45401803,0
0.46082119,0.49045324,0.4535659,0
0.46094621,0.49128235,0.45312197,0
0.46107907,0.49211219,0.45268601,0
0.46121956,0.49294267,0.45225783,0
0.46136748,0.49377371,0.45183723,0
0.46152264,0.49460523,0.45142401,0
0.46168483,0.49543713,0.45101796,0
0.46185385,0.49626934,0.45061887,0
0.4620295,0.49710178,0.45022656,0
0.46221159,0.49793436,0.44984081,0
0.46239991,0.49876699,0.44946143,0
0.46259426,0.4995996,0.44908821,0
0.46279445,0.50043209,0.44872094,0
0.46300027,0.5012644,0.44835944,0
0.46321152,0.50209642,0.44800348,0
0.463428,0.50292809,0.44765289,0
0.46364951,0.50375931,0.44730744,0
0.46387586,0.50459001,0.44696693,0
0.46410684,0.50542009,0.44663118,0
0.46434225,0.50624948,0.44629996,0
0.46458189,0.50707809,0.44597309,0
0.46482557,0.50790584,0.44565036,0
0.46507308,0.50873265,0.44533156,0
0.46532422,0.50955842,0.4450165,0
0.46557879,0.51038309,0.44470497,0
0.4658366,0.51120656,0.44439677,0
0.46609743,0.51202875,0.4440917,0
0.4663611,0.51284958,0.44378955,0
0.4666274,0.51366896,0.44349012,0
0.46689613,0.51448681,0.44319322,0
0.4671671,0.51530305,0.44289863,0
0.46744009,0.5161176,0.44260616,0
0.46771492,0.51693036,0.44231561,0
0.46799138,0.51774126,0.44202677,0
0.46826927,0.51855021,0.44173943,0
0.4685484,0.51935714,0.4414534,0
0.46882855,0.52016195,0.44116848,0
0.46910954,0.52096456,0.44088446,0
0.46939115,0.52176489,0.44060114,0
0.4696732,0.52256286,0.44031832,0
0.46995548,0.52335838,0.4400358,0
0.4702378,0.52415136,0.43975337,0
0.47051994,0.52494174,0.43947083,0
0.47080171,0.52572941,0.43918798,0
0.47108292,0.52651431,0.43890461,0
0.47136336,0.52729633,0.43862053,0
0.47164283,0.52807541,0.43833554,0
0.47192113,0.52885146,0.43804942,0
0.47219806,0.52962439,0.43776198,0
0.47247342,0.53039412,0.43747302,0
0.47274701,0.53116057,0.43718233,0
