x,y,z
0.39961627,0.00496461,0.51125978
0.39961687,0.00499370,0.51132301
0.39961751,0.00502279,0.51138621
0.39961818,0.00505188,0.51144937
0.39961888,0.00508096,0.51151250
0.39961961,0.00511005,0.51157559
0.39962037,0.00513913,0.51163865
0.39962117,0.00516821,0.51170167
0.39962200,0.00519729,0.51176466
0.39962286,0.00522637,0.51182761
0.39962376,0.00525545,0.51189053
0.39962469,0.00528453,0.51195342
0.39962565,0.00531361,0.51201627
0.39962664,0.00534268,0.51207908
0.39962767,0.00537175,0.51214186
0.39962873,0.00540082,0.51220461
0.39962982,0.00542990,0.51226732
0.39963094,0.00545896,0.51233000
0.39963210,0.00548803,0.51239264
0.39963329,0.00551710,0.51245525
0.39963451,0.00554616,0.51251782
0.39963576,0.00557523,0.51258036
0.39963705,0.00560429,0.51264286
0.39963837,0.00563335,0.51270533
0.39963972,0.00566241,0.51276777
0.39964110,0.00569147,0.51283017
0.39964252,0.00572053,0.51289253
0.39964397,0.00574959,0.51295487
0.39964545,0.00577864,0.51301716
0.39964696,0.00580770,0.51307942
0.39964851,0.00583675,0.51314165
0.39965008,0.00586580,0.51320385
0.39965169,0.00589485,0.51326600
0.39965334,0.00592390,0.51332813
0.39965501,0.00595294,0.51339022
0.39965672,0.00598199,0.51345228
0.39965846,0.00601104,0.51351430
0.39966023,0.00604008,0.51357628
0.39966204,0.00606912,0.51363824
0.39966387,0.00609816,0.51370015
0.39966574,0.00612720,0.51376204
0.39966764,0.00615624,0.51382389
0.39966958,0.00618528,0.51388570
0.39967154,0.00621431,0.51394748
0.39967354,0.00624335,0.51400923
0.39967557,0.00627238,0.51407094
0.39967763,0.00630141,0.51413262
0.39967973,0.00633044,0.51419426
0.39968185,0.00635947,0.51425587
0.39968401,0.00638850,0.51431744
0.39968620,0.00641753,0.51437898
0.39968843,0.00644655,0.51444049
0.39969068,0.00647558,0.51450196
0.39969297,0.00650460,0.51456339
0.39969529,0.00653362,0.51462480
0.39969764,0.00656264,0.51468616
0.39970003,0.00659166,0.51474750
0.39970244,0.00662068,0.51480880
0.39970489,0.00664970,0.51487006
0.39970737,0.00667871,0.51493129
0.39970988,0.00670773,0.51499249
0.39971242,0.00673674,0.51505365
0.39971500,0.00676575,0.51511478
0.39971761,0.00679476,0.51517588
0.39972025,0.00682377,0.51523694
0.39972292,0.00685278,0.51529796
0.39972562,0.00688178,0.51535895
0.39972836,0.00691079,0.51541991
0.39973113,0.00693979,0.51548083
0.39973393,0.00696880,0.51554172
0.39973676,0.00699780,0.51560258
0.39973962,0.00702680,0.51566340
0.39974252,0.00705580,0.51572418
0.39974544,0.00708479,0.51578493
0.39974840,0.00711379,0.51584565
0.39975139,0.00714279,0.51590634
0.39975442,0.00717178,0.51596699
0.39975747,0.00720077,0.51602760
0.39976056,0.00722976,0.51608818
0.39976368,0.00725875,0.51614873
0.39976683,0.00728774,0.51620924
0.39977001,0.00731673,0.51626972
0.39977322,0.00734572,0.51633017
0.39977647,0.00737470,0.51639058
0.39977974,0.00740368,0.51645095
0.39978305,0.00743267,0.51651130
0.39978639,0.00746165,0.51657161
0.39978976,0.00749063,0.51663188
0.39979317,0.00751961,0.51669212
0.39979660,0.00754858,0.51675233
0.39980007,0.00757756,0.51681250
0.39980357,0.00760654,0.51687264
0.39980710,0.00763551,0.51693274
0.39981066,0.00766448,0.51699281
0.39981426,0.00769345,0.51705285
0.39981788,0.00772242,0.51711285
0.39982154,0.00775139,0.51717282
0.39982523,0.00778036,0.51723275
0.39982895,0.00780932,0.51729265
0.39983270,0.00783829,0.51735252
0.39983648,0.00786725,0.51741235
0.39984030,0.00789622,0.51747215
0.39984414,0.00792518,0.51753191
0.39984802,0.00795414,0.51759165
0.39985193,0.00798310,0.51765134
0.39985587,0.00801205,0.51771100
0.39985984,0.00804101,0.51777063
0.39986384,0.00806996,0.51783023
0.39986788,0.00809892,0.51788979
0.39987195,0.00812787,0.51794932
0.39987604,0.00815682,0.51800881
0.39988017,0.00818577,0.51806827
0.39988433,0.00821472,0.51812769
0.39988853,0.00824367,0.51818708
0.39989275,0.00827261,0.51824644
0.39989700,0.00830156,0.51830577
0.39990129,0.00833050,0.51836506
0.39990561,0.00835944,0.51842431
0.39990996,0.00838838,0.51848353
0.39991434,0.00841732,0.51854272
0.39991875,0.00844626,0.51860188
0.39992319,0.00847520,0.51866100
0.39992766,0.00850414,0.51872009
0.39993217,0.00853307,0.51877914
0.39993670,0.00856201,0.51883816
0.39994127,0.00859094,0.51889714
0.39994587,0.00861987,0.51895610
0.39995050,0.00864880,0.51901501
0.39995516,0.00867773,0.51907390
0.39995985,0.00870666,0.51913275
0.39996458,0.00873558,0.51919157
0.39996933,0.00876451,0.51925035
0.39997412,0.00879343,0.51930910
0.39997894,0.00882235,0.51936781
0.39998378,0.00885127,0.51942650
0.39998866,0.00888019,0.51948514
0.39999357,0.00890911,0.51954376
0.39999852,0.00893803,0.51960234
0.40000349,0.00896695,0.51966089
0.40000849,0.00899586,0.51971940
0.40001353,0.00902478,0.51977788
0.40001859,0.00905369,0.51983633
0.40002369,0.00908260,0.51989474
0.40002882,0.00911151,0.51995312
0.40003398,0.00914042,0.52001146
0.40003917,0.00916933,0.52006977
0.40004439,0.00919823,0.52012805
0.40004964,0.00922714,0.52018630
0.40005492,0.00925604,0.52024451
0.40006023,0.00928495,0.52030268
0.40006558,0.00931385,0.52036083
0.40007095,0.00934275,0.52041894
0.40007636,0.00937165,0.52047701
0.40008180,0.00940054,0.52053506
0.40008727,0.00942944,0.52059307
0.40009276,0.00945834,0.52065104
0.40009829,0.00948723,0.52070898
0.40010386,0.00951612,0.52076689
0.40010945,0.00954502,0.52082477
0.40011507,0.00957391,0.52088261
0.40012072,0.00960280,0.52094042
0.40012641,0.00963168,0.52099819
0.40013212,0.00966057,0.52105593
0.40013787,0.00968946,0.52111364
0.40014364,0.00971834,0.52117131
0.40014945,0.00974722,0.52122895
0.40015529,0.00977611,0.52128656
0.40016116,0.00980499,0.52134414
0.40016706,0.00983387,0.52140168
0.40017299,0.00986274,0.52145918
0.40017895,0.00989162,0.52151666
0.40018494,0.00992050,0.52157409
0.40019096,0.00994937,0.52163150
0.40019701,0.00997824,0.52168887
0.40020310,0.01000712,0.52174621
0.40020921,0.01003599,0.52180352
0.40021535,0.01006486,0.52186079
0.40022153,0.01009373,0.52191803
0.40022774,0.01012259,0.52197524
0.40023397,0.01015146,0.52203241
0.40024024,0.01018032,0.52208955
0.40024654,0.01020919,0.52214666
0.40025286,0.01023805,0.52220373
0.40025922,0.01026691,0.52226077
0.40026561,0.01029577,0.52231777
0.40027203,0.01032463,0.52237475
0.40027848,0.01035349,0.52243168
0.40028496,0.01038235,0.52248859
0.40029147,0.01041120,0.52254546
0.40029801,0.01044005,0.52260230
0.40030458,0.01046891,0.52265911
0.40031119,0.01049776,0.52271588
0.40031782,0.01052661,0.52277262
0.40032448,0.01055546,0.52282933
0.40033118,0.01058431,0.52288600
0.40033790,0.01061315,0.52294264
0.40034465,0.01064200,0.52299924
0.40035144,0.01067084,0.52305582
0.40035825,0.01069969,0.52311236
0.40036510,0.01072853,0.52316886
0.40037197,0.01075737,0.52322534
0.40037888,0.01078621,0.52328178
0.40038582,0.01081505,0.52333818
0.40039278,0.01084388,0.52339456
0.40039978,0.01087272,0.52345090
0.40040681,0.01090155,0.52350721
0.40041386,0.01093039,0.52356348
0.40042095,0.01095922,0.52361972
0.40042807,0.01098805,0.52367593
0.40043522,0.01101688,0.52373210
0.40044240,0.01104571,0.52378825
0.40044960,0.01107454,0.52384435
0.40045684,0.01110336,0.52390043
0.40046411,0.01113219,0.52395647
0.40047141,0.01116101,0.52401248
0.40047874,0.01118984,0.52406846
0.40048610,0.01121866,0.52412440
0.40049349,0.01124748,0.52418031
0.40050091,0.01127630,0.52423619
0.40050836,0.01130512,0.52429203
0.40051584,0.01133393,0.52434784
0.40052335,0.01136275,0.52440362
0.40053088,0.01139156,0.52445936
0.40053845,0.01142037,0.52451507
0.40054605,0.01144919,0.52457075
0.40055368,0.01147800,0.52462640
0.40056134,0.01150681,0.52468201
0.40056903,0.01153562,0.52473759
0.40057675,0.01156442,0.52479313
0.40058450,0.01159323,0.52484865
0.40059228,0.01162203,0.52490413
0.40060009,0.01165084,0.52495957
0.40060793,0.01167964,0.52501499
0.40061580,0.01170844,0.52507037
0.40062370,0.01173724,0.52512572
0.40063163,0.01176604,0.52518103
0.40063959,0.01179484,0.52523632
0.40064758,0.01182363,0.52529156
0.40065560,0.01185243,0.52534678
0.40066364,0.01188122,0.52540196
0.40067172,0.01191002,0.52545712
0.40067983,0.01193881,0.52551223
0.40068797,0.01196760,0.52556732
0.40069614,0.01199639,0.52562237
0.40070434,0.01202518,0.52567739
0.40071256,0.01205396,0.52573237
0.40072082,0.01208275,0.52578733
0.40072911,0.01211153,0.52584225
0.40073742,0.01214032,0.52589714
0.40074577,0.01216910,0.52595199
0.40075415,0.01219788,0.52600681
0.40076255,0.01222666,0.52606160
0.40077099,0.01225544,0.52611636
0.40077945,0.01228422,0.52617108
0.40078795,0.01231299,0.52622577
0.40079647,0.01234177,0.52628043
0.40080503,0.01237054,0.52633505
0.40081361,0.01239932,0.52638965
0.40082222,0.01242809,0.52644420
0.40083087,0.01245686,0.52649873
0.40083954,0.01248563,0.52655323
0.40084824,0.01251440,0.52660769
0.40085697,0.01254316,0.52666211
0.40086573,0.01257193,0.52671651
0.40087453,0.01260069,0.52677087
0.40088335,0.01262946,0.52682520
0.40089220,0.01265822,0.52687950
0.40090108,0.01268698,0.52693376
0.40090998,0.01271574,0.52698800
0.40091892,0.01274450,0.52704219
0.40092789,0.01277326,0.52709636
0.40093689,0.01280201,0.52715049
0.40094591,0.01283077,0.52720460
0.40095497,0.01285952,0.52725866
0.40096406,0.01288828,0.52731270
0.40097317,0.01291703,0.52736670
0.40098232,0.01294578,0.52742067
0.40099149,0.01297453,0.52747461
0.40100069,0.01300328,0.52752852
0.40100993,0.01303202,0.52758239
0.40101919,0.01306077,0.52763623
0.40102848,0.01308951,0.52769003
0.40103780,0.01311826,0.52774381
0.40104715,0.01314700,0.52779755
0.40105653,0.01317574,0.52785126
0.40106594,0.01320448,0.52790494
0.40107537,0.01323322,0.52795858
0.40108484,0.01326196,0.52801219
0.40109434,0.01329069,0.52806577
0.40110386,0.01331943,0.52811932
0.40111342,0.01334816,0.52817283
0.40112300,0.01337690,0.52822631
0.40113261,0.01340563,0.52827976
0.40114226,0.01343436,0.52833318
0.40115193,0.01346309,0.52838656
0.40116163,0.01349182,0.52843991
0.40117136,0.01352054,0.52849323
0.40118112,0.01354927,0.52854652
0.40119091,0.01357800,0.52859977
0.40120072,0.01360672,0.52865299
0.40121057,0.01363544,0.52870618
0.40122044,0.01366416,0.52875934
0.40123035,0.01369288,0.52881246
0.40124028,0.01372160,0.52886555
0.40125024,0.01375032,0.52891861
0.40126024,0.01377904,0.52897164
0.40127026,0.01380775,0.52902463
0.40128031,0.01383647,0.52907760
0.40129039,0.01386518,0.52913053
0.40130049,0.01389390,0.52918342
0.40131063,0.01392261,0.52923629
0.40132080,0.01395132,0.52928912
0.40133099,0.01398003,0.52934192
0.40134121,0.01400873,0.52939469
0.40135147,0.01403744,0.52944742
0.40136175,0.01406615,0.52950012
0.40137206,0.01409485,0.52955279
0.40138240,0.01412355,0.52960543
0.40139276,0.01415225,0.52965804
0.40140316,0.01418096,0.52971061
0.40141359,0.01420965,0.52976315
0.40142404,0.01423835,0.52981566
0.40143453,0.01426705,0.52986813
0.40144504,0.01429575,0.52992058
0.40145558,0.01432444,0.52997299
0.40146615,0.01435314,0.53002537
0.40147675,0.01438183,0.53007772
0.40148737,0.01441052,0.53013003
0.40149803,0.01443921,0.53018231
0.40150872,0.01446790,0.53023456
0.40151943,0.01449659,0.53028678
0.40153017,0.01452528,0.53033897
0.40154094,0.01455396,0.53039112
0.40155174,0.01458265,0.53044324
0.40156257,0.01461133,0.53049533
0.40157343,0.01464001,0.53054739
0.40158431,0.01466869,0.53059941
0.40159523,0.01469737,0.53065141
0.40160617,0.01472605,0.53070337
0.40161714,0.01475473,0.53075529
0.40162814,0.01478341,0.53080719
0.40163917,0.01481208,0.53085905
0.40165023,0.01484076,0.53091088
0.40166132,0.01486943,0.53096268
0.40167243,0.01489810,0.53101445
0.40168358,0.01492678,0.53106619
0.40169475,0.01495545,0.53111789
0.40170595,0.01498411,0.53116956
0.40171718,0.01501278,0.53122120
0.40172843,0.01504145,0.53127280
0.40173972,0.01507011,0.53132438
0.40175103,0.01509878,0.53137592
0.40176238,0.01512744,0.53142743
0.40177375,0.01515610,0.53147891
0.40178515,0.01518477,0.53153036
0.40179658,0.01521343,0.53158177
0.40180803,0.01524208,0.53163315
0.40181952,0.01527074,0.53168450
0.40183103,0.01529940,0.53173582
0.40184257,0.01532805,0.53178711
0.40185414,0.01535671,0.53183836
0.40186574,0.01538536,0.53188958
0.40187737,0.01541401,0.53194077
0.40188902,0.01544266,0.53199193
0.40190071,0.01547131,0.53204305
0.40191242,0.01549996,0.53209415
0.40192416,0.01552861,0.53214521
0.40193593,0.01555726,0.53219624
0.40194772,0.01558590,0.53224724
0.40195955,0.01561455,0.53229820
0.40197140,0.01564319,0.53234914
0.40198328,0.01567183,0.53240004
0.40199519,0.01570047,0.53245091
0.40200713,0.01572911,0.53250175
0.40201910,0.01575775,0.53255255
0.40203109,0.01578639,0.53260333
0.40204311,0.01581502,0.53265407
0.40205516,0.01584366,0.53270478
0.40206724,0.01587229,0.53275546
0.40207935,0.01590092,0.53280611
0.40209149,0.01592956,0.53285672
0.40210365,0.01595819,0.53290730
0.40211584,0.01598682,0.53295785
0.40212806,0.01601545,0.53300837
0.40214031,0.01604407,0.53305886
0.40215258,0.01607270,0.53310932
0.40216489,0.01610132,0.53315974
0.40217722,0.01612995,0.53321013
0.40218958,0.01615857,0.53326049
0.40220196,0.01618719,0.53331082
0.40221438,0.01621581,0.53336112
0.40222682,0.01624443,0.53341138
0.40223930,0.01627305,0.53346161
0.40225180,0.01630167,0.53351181
0.40226432,0.01633028,0.53356198
0.40227688,0.01635890,0.53361212
0.40228946,0.01638751,0.53366223
0.40230207,0.01641613,0.53371230
0.40231471,0.01644474,0.53376234
0.40232738,0.01647335,0.53381235
0.40234007,0.01650196,0.53386233
0.40235280,0.01653057,0.53391228
0.40236555,0.01655917,0.53396219
0.40237833,0.01658778,0.53401208
0.40239113,0.01661639,0.53406193
0.40240397,0.01664499,0.53411175
0.40241683,0.01667359,0.53416154
0.40242972,0.01670219,0.53421129
0.40244264,0.01673079,0.53426102
0.40245558,0.01675939,0.53431071
0.40246856,0.01678799,0.53436038
0.40248156,0.01681659,0.53441001
0.40249459,0.01684519,0.53445960
0.40250764,0.01687378,0.53450917
0.40252073,0.01690238,0.53455871
0.40253384,0.01693097,0.53460821
0.40254698,0.01695956,0.53465768
0.40256015,0.01698815,0.53470712
0.40257334,0.01701674,0.53475653
0.40258656,0.01704533,0.53480591
0.40259981,0.01707392,0.53485525
0.40261309,0.01710250,0.53490457
0.40262640,0.01713109,0.53495385
0.40263973,0.01715967,0.53500310
0.40265309,0.01718826,0.53505232
0.40266648,0.01721684,0.53510151
0.40267989,0.01724542,0.53515066
0.40269334,0.01727400,0.53519979
0.40270681,0.01730258,0.53524888
0.40272031,0.01733115,0.53529794
0.40273383,0.01735973,0.53534697
0.40274739,0.01738831,0.53539597
0.40276097,0.01741688,0.53544494
0.40277458,0.01744545,0.53549388
0.40278821,0.01747403,0.53554278
0.40280187,0.01750260,0.53559165
0.40281557,0.01753117,0.53564049
0.40282928,0.01755974,0.53568930
0.40284303,0.01758830,0.53573808
0.40285680,0.01761687,0.53578683
0.40287060,0.01764544,0.53583554
0.40288443,0.01767400,0.53588423
0.40289829,0.01770256,0.53593288
0.40291217,0.01773113,0.53598150
0.40292608,0.01775969,0.53603009
0.40294002,0.01778825,0.53607865
0.40295398,0.01781681,0.53612718
0.40296797,0.01784537,0.53617567
0.40298199,0.01787392,0.53622414
0.40299604,0.01790248,0.53627257
0.40301011,0.01793103,0.53632097
0.40302421,0.01795959,0.53636934
0.40303834,0.01798814,0.53641768
0.40305250,0.01801669,0.53646599
0.40306668,0.01804524,0.53651426
0.40308089,0.01807379,0.53656251
0.40309513,0.01810234,0.53661072
0.40310939,0.01813089,0.53665890
0.40312368,0.01815943,0.53670706
0.40313800,0.01818798,0.53675518
0.40315235,0.01821652,0.53680326
0.40316672,0.01824506,0.53685132
0.40318112,0.01827361,0.53689935
0.40319555,0.01830215,0.53694734
0.40321000,0.01833069,0.53699530
0.40322448,0.01835922,0.53704324
0.40323899,0.01838776,0.53709114
0.40325353,0.01841630,0.53713901
0.40326809,0.01844483,0.53718685
0.40328268,0.01847337,0.53723465
0.40329730,0.01850190,0.53728243
0.40331194,0.01853043,0.53733017
0.40332661,0.01855896,0.53737789
0.40334131,0.01858749,0.53742557
0.40335603,0.01861602,0.53747322
0.40337078,0.01864455,0.53752084
0.40338556,0.01867308,0.53756843
0.40340037,0.01870160,0.53761599
0.40341520,0.01873013,0.53766351
0.40343006,0.01875865,0.53771101
0.40344495,0.01878717,0.53775847
0.40345986,0.01881570,0.53780591
0.40347480,0.01884422,0.53785331
0.40348977,0.01887273,0.53790068
0.40350476,0.01890125,0.53794802
0.40351978,0.01892977,0.53799533
0.40353483,0.01895829,0.53804260
0.40354990,0.01898680,0.53808985
0.40356500,0.01901532,0.53813707
0.40358013,0.01904383,0.53818425
0.40359529,0.01907234,0.53823140
0.40361047,0.01910085,0.53827853
0.40362568,0.01912936,0.53832562
0.40364091,0.01915787,0.53837268
0.40365617,0.01918638,0.53841971
0.40367146,0.01921488,0.53846670
0.40368678,0.01924339,0.53851367
0.40370212,0.01927189,0.53856061
0.40371749,0.01930040,0.53860751
0.40373288,0.01932890,0.53865439
0.40374831,0.01935740,0.53870123
0.40376375,0.01938590,0.53874804
0.40377923,0.01941440,0.53879482
0.40379473,0.01944290,0.53884157
0.40381026,0.01947139,0.53888829
0.40382582,0.01949989,0.53893498
0.40384140,0.01952838,0.53898164
0.40385701,0.01955688,0.53902826
0.40387264,0.01958537,0.53907486
0.40388830,0.01961386,0.53912142
0.40390399,0.01964235,0.53916796
0.40391970,0.01967084,0.53921446
0.40393544,0.01969933,0.53926093
0.40395121,0.01972782,0.53930737
0.40396701,0.01975631,0.53935378
0.40398283,0.01978479,0.53940016
0.40399867,0.01981327,0.53944651
0.40401455,0.01984176,0.53949283
0.40403045,0.01987024,0.53953911
0.40404637,0.01989872,0.53958537
0.40406233,0.01992720,0.53963159
0.40407831,0.01995568,0.53967779
0.40409431,0.01998416,0.53972395
0.40411034,0.02001264,0.53977008
0.40412640,0.02004111,0.53981618
0.40414249,0.02006959,0.53986225
0.40415860,0.02009806,0.53990829
0.40417473,0.02012653,0.53995430
0.40419090,0.02015500,0.54000028
0.40420709,0.02018348,0.54004623
0.40422330,0.02021194,0.54009215
0.40423955,0.02024041,0.54013803
0.40425582,0.02026888,0.54018389
0.40427211,0.02029735,0.54022971
0.40428843,0.02032581,0.54027551
0.40430478,0.02035428,0.54032127
0.40432115,0.02038274,0.54036700
0.40433755,0.02041120,0.54041270
0.40435398,0.02043966,0.54045837
0.40437043,0.02046812,0.54050401
0.40438691,0.02049658,0.54054962
0.40440342,0.02052504,0.54059520
0.40441995,0.02055350,0.54064075
0.40443650,0.02058196,0.54068627
0.40445309,0.02061041,0.54073176
0.40446970,0.02063886,0.54077721
0.40448633,0.02066732,0.54082264
0.40450299,0.02069577,0.54086803
0.40451968,0.02072422,0.54091340
0.40453639,0.02075267,0.54095873
0.40455313,0.02078112,0.54100403
0.40456990,0.02080957,0.54104931
0.40458669,0.02083801,0.54109455
0.40460351,0.02086646,0.54113976
0.40462035,0.02089490,0.54118494
0.40463722,0.02092335,0.54123009
0.40465412,0.02095179,0.54127521
0.40467104,0.02098023,0.54132030
0.40468799,0.02100867,0.54136536
0.40470496,0.02103711,0.54141038
0.40472196,0.02106555,0.54145538
0.40473899,0.02109399,0.54150035
0.40475604,0.02112242,0.54154528
0.40477312,0.02115086,0.54159019
0.40479022,0.02117929,0.54163507
0.40480735,0.02120773,0.54167991
0.40482450,0.02123616,0.54172472
0.40484168,0.02126459,0.54176951
0.40485889,0.02129302,0.54181426
0.40487612,0.02132145,0.54185898
0.40489338,0.02134988,0.54190368
0.40491067,0.02137831,0.54194834
0.40492798,0.02140673,0.54199297
0.40494531,0.02143516,0.54203757
0.40496267,0.02146358,0.54208214
0.40498006,0.02149200,0.54212668
0.40499747,0.02152043,0.54217119
0.40501491,0.02154885,0.54221567
0.40503238,0.02157727,0.54226012
0.40504987,0.02160569,0.54230454
0.40506738,0.02163410,0.54234893
0.40508492,0.02166252,0.54239328
0.40510249,0.02169094,0.54243761
0.40512008,0.02171935,0.54248191
0.40513770,0.02174777,0.54252617
0.40515535,0.02177618,0.54257041
0.40517302,0.02180459,0.54261462
0.40519071,0.02183300,0.54265879
0.40520843,0.02186141,0.54270294
0.40522618,0.02188982,0.54274705
0.40524395,0.02191823,0.54279114
0.40526175,0.02194664,0.54283519
0.40527957,0.02197504,0.54287921
0.40529742,0.02200345,0.54292321
0.40531529,0.02203185,0.54296717
0.40533319,0.02206025,0.54301110
0.40535112,0.02208865,0.54305501
0.40536907,0.02211706,0.54309888
0.40538705,0.02214545,0.54314272
0.40540505,0.02217385,0.54318653
0.40542307,0.02220225,0.54323032
0.40544113,0.02223065,0.54327407
0.40545920,0.02225904,0.54331779
0.40547731,0.02228744,0.54336148
0.40549544,0.02231583,0.54340514
0.40551359,0.02234422,0.54344877
0.40553177,0.02237262,0.54349237
